EPOCH,Time Consumed,Total Frames,Running_Average_Rewards,Train_Epoch_Reward,Running_Training_Average_Rewards,Explore_Time,Train___Time,Eval____Time,forward_5_v2_eval_rewards,Reward_Mean_Mean,Reward_Mean_Std,Reward_Mean_Max,Reward_Mean_Min,Alpha_Mean,Alpha_Std,Alpha_Max,Alpha_Min,Alpha_loss_Mean,Alpha_loss_Std,Alpha_loss_Max,Alpha_loss_Min,Training/policy_loss_Mean,Training/policy_loss_Std,Training/policy_loss_Max,Training/policy_loss_Min,Training/qf1_loss_Mean,Training/qf1_loss_Std,Training/qf1_loss_Max,Training/qf1_loss_Min,Training/qf2_loss_Mean,Training/qf2_loss_Std,Training/qf2_loss_Max,Training/qf2_loss_Min,Training/embedding_norm_Mean,Training/embedding_norm_Std,Training/embedding_norm_Max,Training/embedding_norm_Min,Training/qf1_norm_Mean,Training/qf1_norm_Std,Training/qf1_norm_Max,Training/qf1_norm_Min,Training/qf2_norm_Mean,Training/qf2_norm_Std,Training/qf2_norm_Max,Training/qf2_norm_Min,log_std/mean_Mean,log_std/mean_Std,log_std/mean_Max,log_std/mean_Min,log_std/std_Mean,log_std/std_Std,log_std/std_Max,log_std/std_Min,log_std/max_Mean,log_std/max_Std,log_std/max_Max,log_std/max_Min,log_std/min_Mean,log_std/min_Std,log_std/min_Max,log_std/min_Min,log_probs/mean_Mean,log_probs/mean_Std,log_probs/mean_Max,log_probs/mean_Min,log_probs/std_Mean,log_probs/std_Std,log_probs/std_Max,log_probs/std_Min,log_probs/max_Mean,log_probs/max_Std,log_probs/max_Max,log_probs/max_Min,log_probs/min_Mean,log_probs/min_Std,log_probs/min_Max,log_probs/min_Min,mean/mean_Mean,mean/mean_Std,mean/mean_Max,mean/mean_Min,mean/std_Mean,mean/std_Std,mean/std_Max,mean/std_Min,mean/max_Mean,mean/max_Std,mean/max_Max,mean/max_Min,mean/min_Mean,mean/min_Std,mean/min_Max,mean/min_Min
154,3.841496706008911,33000,-5491.36329,-1096.04205,-5.63933,0.00187,3.83821,0.00135,-5510.13913,-5.11824,0.02337,-5.06402,-5.18482,10659.60737,184.82669,10981.59570,10344.21387,-400.76436,4.51989,-388.82632,-412.58624,9039250.35500,170432.56310,9381776.00000,8683623.00000,63491612651.52000,6053244685.88235,85915533312.00000,50394132480.00000,66078274621.44000,6591624220.40646,89898082304.00000,50162397184.00000,15.02587,3.42331,29.88885,5.71356,1070494339072.00000,285033024482.46069,1876395294720.00000,523733893120.00000,1052822771957.76001,289030169477.21973,1888079314944.00000,430436220928.00000,1.30312,0.03752,1.40235,1.18477,1.56502,0.03946,1.68649,1.44822,2.00000,0.00000,2.00000,2.00000,-10.58754,4.04050,-6.03154,-20.00000,49.21479,0.47564,50.42700,47.95119,19.02193,0.35075,20.12966,18.06436,78.34087,15.80467,130.58830,65.16333,-2.52177,2.27724,3.50720,-10.62764,1.67114,0.22318,2.26970,0.95296,55.40051,4.88067,72.31456,44.16135,990.38245,307.29058,1534.09338,273.51077,-936.40388,376.05601,-239.75810,-1836.03784
155,4.076553821563721,33200,-5491.32486,-895.24509,-5.60012,0.00175,4.07337,0.00136,-5450.86612,-5.11755,0.02197,-5.05803,-5.17139,11320.42834,196.55432,11662.57812,10984.90625,-403.93649,4.61086,-390.06403,-417.09262,9601548.95500,177033.18203,9982613.00000,9226306.00000,71929014005.75999,6712491032.47273,92940828672.00000,56837156864.00000,74809661050.88000,7097071106.84033,94954872832.00000,57251373056.00000,16.26216,3.67531,30.19542,8.49419,1132981456568.32007,280126278911.56177,1932271681536.00000,520747384832.00000,1142487325900.80005,276173801097.24615,1975700684800.00000,535153311744.00000,1.30594,0.03778,1.43176,1.22467,1.56396,0.04042,1.66415,1.42287,2.00000,0.00000,2.00000,2.00000,-11.37156,4.59175,-6.33310,-20.00000,49.27623,0.48754,50.60170,47.91225,18.96692,0.35445,19.90073,17.97849,77.81931,14.23479,130.86432,65.16087,-2.17571,2.24089,2.15584,-9.25486,1.68286,0.22923,2.68751,0.99672,55.14376,5.08163,75.51512,46.81950,939.49340,279.11516,1534.09338,346.99710,-870.69485,312.49069,-315.78317,-1836.03784
156,3.8021836280822754,33400,-5476.18955,-1064.42337,-5.60031,0.00156,3.79894,0.00162,-5394.62190,-5.11404,0.02405,-5.02872,-5.17513,12021.53244,208.18854,12383.74414,11666.08203,-405.47997,4.47150,-391.89987,-415.91489,10181942.24000,181975.62263,10551605.00000,9774613.00000,82002028871.67999,7283182243.74028,106386571264.00000,65721757696.00000,85290991370.24001,7529876353.61455,109282738176.00000,70257385472.00000,17.57413,3.45091,27.97396,8.94594,1407811849420.80005,330645950053.23785,3041654210560.00000,661051867136.00000,1334540396462.08008,305628143021.43195,2752487358464.00000,661801140224.00000,1.30010,0.03596,1.38226,1.17669,1.56723,0.03965,1.67000,1.46793,2.00000,0.00000,2.00000,2.00000,-10.84534,4.49187,-6.03154,-20.00000,49.16374,0.47327,50.14697,47.60847,19.04857,0.33422,19.95110,18.25413,77.64847,13.51409,130.75885,65.17220,-2.30290,2.40071,2.07535,-11.70256,1.65668,0.20997,2.15153,1.00874,55.05038,4.93514,73.15358,44.69883,963.03724,287.64122,1534.09338,339.51465,-924.48837,338.39653,-270.65268,-1836.03784
157,3.7738544940948486,33600,-5467.17948,-1039.35595,-5.59713,0.00163,3.77089,0.00127,-5465.80514,-5.11731,0.02476,-5.04829,-5.17232,12765.44524,221.35314,13150.64648,12387.45312,-408.80996,4.98359,-394.53433,-420.25714,10817371.33500,188774.08666,11224906.00000,10462114.00000,91362241904.64000,7699977784.08888,115299139584.00000,69640814592.00000,95307619409.92000,7993790348.53611,118803398656.00000,73006006272.00000,18.67070,4.48203,33.65440,9.31606,1435784357806.08008,359225529217.66687,2774673129472.00000,775872577536.00000,1396215128064.00000,357079467163.85016,2421973319680.00000,682166059008.00000,1.30327,0.03697,1.39881,1.20060,1.56571,0.04042,1.68382,1.46034,2.00000,0.00000,2.00000,2.00000,-11.14530,4.56209,-6.19214,-20.00000,49.24187,0.52760,50.59227,47.79437,19.02206,0.36453,19.98815,18.09872,79.46337,16.45091,130.82422,65.12173,-2.30817,2.42077,2.28862,-14.10427,1.67709,0.21568,2.25174,1.14997,55.03406,5.19001,73.03160,47.33969,951.58683,302.94732,1534.09338,349.00790,-882.62025,357.48310,-312.11511,-1836.03784
158,3.728710412979126,33800,-5455.90536,-1047.50714,-5.50541,0.00153,3.72582,0.00130,-5424.82716,-5.11546,0.02394,-5.05222,-5.17919,13555.50942,234.82682,13964.14941,13154.59863,-411.15632,5.00814,-399.15952,-423.22324,11472788.65000,203699.18513,11894111.00000,11055737.00000,103925589360.64000,8814970249.57345,134758637568.00000,79905726464.00000,108277483806.72000,9423855175.96933,143046623232.00000,85146673152.00000,20.09085,4.52719,36.85572,8.42220,1557551190179.84009,383073424860.23572,3491495411712.00000,876247777280.00000,1554153085009.91992,419162641465.59442,3089251172352.00000,790670016512.00000,1.29861,0.03905,1.40449,1.19027,1.57146,0.04188,1.73035,1.46161,2.00000,0.00000,2.00000,2.00000,-10.83021,4.24825,-5.84949,-20.00000,49.21550,0.52211,50.49433,47.96447,19.00342,0.33683,19.85320,17.99226,78.06863,14.61915,130.19946,65.06383,-1.85779,2.20920,2.82023,-10.96699,1.65855,0.20947,2.29526,1.02998,54.22541,4.50476,70.71142,45.83637,925.36617,286.04262,1534.09338,400.99500,-854.44060,327.93505,-324.38654,-1836.03784
159,3.501330852508545,34000,-5451.63475,-954.47682,-5.77599,0.00148,3.49871,0.00109,-5432.63961,-5.11920,0.02149,-5.06197,-5.19632,14394.18585,249.41256,14828.41504,13968.35840,-413.84426,5.04351,-398.03500,-427.89914,12180879.89500,221197.17189,12664531.00000,11754599.00000,116489373818.88000,10529790933.20606,150135029760.00000,91322540032.00000,121296582369.28000,11341239660.11273,155957116928.00000,94172995584.00000,20.78742,4.42519,34.61171,10.73590,1945254103941.12012,552423713484.86646,3921634656256.00000,899113353216.00000,1894566290063.36011,524221782618.48444,3511892312064.00000,946987728896.00000,1.30249,0.04245,1.41248,1.18696,1.56621,0.04512,1.68988,1.45189,2.00000,0.00000,2.00000,2.00000,-11.33378,4.74008,-6.09355,-20.00000,49.22525,0.51957,50.83177,47.67916,18.99514,0.40128,20.04725,17.87631,78.97899,14.80096,130.73511,65.22203,-2.23757,2.20372,1.87383,-10.43886,1.64781,0.22902,2.18247,1.16232,54.78122,4.76168,70.77691,45.02102,964.78388,303.70702,1534.09338,345.56299,-901.66737,342.61667,-292.12415,-1836.03784
160,3.782501220703125,34200,-5454.01168,-1129.85193,-5.60634,0.00130,3.78007,0.00109,-5503.81778,-5.11846,0.02362,-5.05444,-5.18160,15284.89098,264.84634,15745.97461,14832.86914,-416.45293,5.14765,-399.42050,-429.34116,12944155.73000,235493.90958,13437031.00000,12499765.00000,132891380899.84000,12159659013.84636,164215554048.00000,100041449472.00000,138989597655.04001,13090688282.41349,177379770368.00000,107795554304.00000,22.84250,4.82849,38.50956,11.06970,1974246771589.12012,492068790094.53455,3656914042880.00000,942599372800.00000,2034087398604.80005,572879102927.05042,4097913651200.00000,1003844141056.00000,1.30333,0.03798,1.37921,1.15597,1.56482,0.03786,1.67139,1.48262,2.00000,0.00000,2.00000,2.00000,-10.99142,4.43658,-5.96239,-20.00000,49.22663,0.52663,50.59156,47.50335,18.99282,0.35288,20.04674,18.20625,77.72962,14.47011,130.69855,65.18864,-2.43384,2.23325,2.10898,-10.46071,1.61456,0.23201,2.15736,0.72940,54.99513,5.02146,68.52175,46.05626,958.41959,303.99715,1534.09338,313.67026,-894.64594,337.47593,-315.97302,-1836.03784
161,3.5901176929473877,34400,-5461.99925,-963.33210,-5.66044,0.00135,3.58759,0.00112,-5574.27504,-5.12306,0.02308,-5.05271,-5.18388,16230.27075,281.05052,16719.45117,15750.70605,-418.80694,5.19031,-403.24484,-432.82642,13739186.63500,249248.33318,14352023.00000,13190668.00000,148606700871.67999,14500410589.60007,198348898304.00000,109880934400.00000,155578865664.00000,14851572252.65632,200120320000.00000,110176698368.00000,23.81853,5.05293,40.81648,9.65818,2273118310891.52002,601895270470.51672,4917023473664.00000,930443362304.00000,2271859230965.75977,563680344595.90320,4390713294848.00000,1053884743680.00000,1.30007,0.03776,1.39010,1.18070,1.56714,0.04104,1.69859,1.46418,2.00000,0.00000,2.00000,2.00000,-10.86001,4.61023,-6.04758,-20.00000,49.20183,0.52609,50.52345,47.62171,19.03110,0.34669,20.01753,18.16378,78.46651,15.54307,130.83649,65.07082,-2.42150,2.36969,1.46523,-10.04221,1.67161,0.21916,2.26058,0.99151,54.70743,5.12936,73.56440,46.30080,955.29711,300.29939,1534.09338,342.63275,-881.95839,343.97338,-342.83044,-1836.03784
162,3.812398910522461,34600,-5457.01285,-1089.18282,-5.57795,0.00149,3.80954,0.00130,-5468.91410,-5.12341,0.02200,-5.06879,-5.19213,17235.23862,299.38705,17756.32812,16724.49023,-422.68653,5.21588,-406.28378,-437.20847,14600206.16500,266132.43935,15090581.00000,13974771.00000,168968067358.72000,16364822295.23683,212371718144.00000,125982793728.00000,175898141122.56000,16973877979.21617,221597925376.00000,132330446848.00000,25.02411,5.87435,47.06778,13.73889,2577960781742.08008,658395980518.51501,5100497534976.00000,1120965099520.00000,2516051684229.12012,659601966759.53479,4884762460160.00000,1200810885120.00000,1.30862,0.04195,1.42019,1.20820,1.55866,0.04395,1.65630,1.44428,2.00000,0.00000,2.00000,2.00000,-10.48484,4.05628,-5.56160,-20.00000,49.33349,0.52613,50.76778,47.76849,18.92462,0.40114,19.87473,17.67274,76.24869,12.72943,130.54431,65.19494,-1.90134,2.11971,1.61860,-9.60392,1.67350,0.22536,2.32999,1.20438,55.46449,4.99200,73.54365,46.50695,956.37183,295.60068,1534.09338,390.36307,-909.23561,359.20704,-281.70932,-1836.03784
163,3.858238458633423,34800,-5470.72953,-1113.80888,-5.61809,0.00169,3.85516,0.00131,-5481.38926,-5.12496,0.02591,-5.05674,-5.19359,18303.82597,317.79204,18856.53906,17761.66406,-424.97811,5.21247,-409.06155,-438.40811,15503314.23000,276073.26335,16041695.00000,14910503.00000,187769541181.44000,15220689411.43498,233903603712.00000,145402609664.00000,195144068710.39999,15586078391.48510,239368830976.00000,153352290304.00000,27.12916,6.09504,52.29139,12.70128,2893864889876.47998,743561520232.51587,5280064077824.00000,1542582173696.00000,2916617256960.00000,750818767254.36938,5322147102720.00000,1532604317696.00000,1.30725,0.04017,1.41261,1.19591,1.56199,0.04336,1.68164,1.44043,2.00000,0.00000,2.00000,2.00000,-11.23637,4.60474,-5.96679,-20.00000,49.30151,0.53255,50.57215,47.68568,18.94498,0.37309,19.84352,18.00701,78.45609,13.72375,130.40463,65.18338,-2.19659,2.36813,1.89140,-10.34054,1.66026,0.19304,2.16705,1.14287,55.02130,4.94368,70.24537,45.38154,977.68691,313.67547,1534.09338,305.07343,-910.61897,360.10525,-234.23994,-1836.03784
164,3.859910488128662,35000,-5469.68650,-1100.56116,-5.64160,0.00181,3.85697,0.00109,-5499.70885,-5.12575,0.02337,-5.04661,-5.18255,19436.88375,336.72446,20023.35352,18862.16797,-427.62114,5.63901,-414.43164,-442.35724,16459023.41500,302118.85972,17177168.00000,15864003.00000,214574155612.16000,19839750166.72184,274410487808.00000,165866700800.00000,222359070146.56000,20488866102.98728,274946818048.00000,176618438656.00000,28.05385,6.00996,44.84465,15.46026,3055036768583.68018,776978539407.44763,5659253800960.00000,1415205486592.00000,3013720386437.12012,810322694172.61328,6700420038656.00000,1504730546176.00000,1.30512,0.04064,1.39833,1.21275,1.56332,0.04403,1.67561,1.46497,2.00000,0.00000,2.00000,2.00000,-10.62533,4.34654,-5.75525,-20.00000,49.30568,0.56441,50.68873,47.96589,18.95930,0.38265,19.92370,18.13794,78.22797,15.63275,130.50864,65.16331,-2.18328,2.31179,2.35655,-10.94697,1.68254,0.20650,2.11920,1.05792,54.98493,5.37357,73.00593,45.95287,976.31011,323.59971,1534.09338,337.64111,-909.41012,394.29823,-291.66949,-1836.03784
165,4.0592334270477295,35200,-5476.15625,-1013.09575,-5.59950,0.00151,4.05637,0.00128,-5515.56367,-5.12460,0.02366,-5.02858,-5.20004,20640.70621,358.01215,21264.00977,20029.40625,-430.60545,5.22598,-416.77911,-444.81348,17476946.85000,315907.48857,18210804.00000,16805694.00000,243182811217.92001,21778900699.65327,296306606080.00000,185891258368.00000,253230360084.48001,22156249470.38947,318942806016.00000,188448489472.00000,29.82700,6.61820,44.90543,11.73794,3557883698872.31982,972967744074.62781,6618376830976.00000,1716441972736.00000,3617707889786.87988,973146415815.30334,6521984385024.00000,1364596228096.00000,1.31033,0.03777,1.40882,1.20467,1.56006,0.04144,1.67322,1.44980,2.00000,0.00000,2.00000,2.00000,-11.27954,4.80312,-5.91932,-20.00000,49.34413,0.51911,50.64805,47.87578,18.92366,0.37111,19.78399,18.01083,79.63093,15.91483,130.61971,64.97859,-2.34550,2.15247,3.23707,-8.71539,1.67141,0.19763,2.10694,1.04083,54.89889,5.10733,67.45743,45.55066,945.08150,303.63823,1534.09338,412.20633,-885.52361,370.51152,-285.36755,-1836.03784
166,3.4919888973236084,35400,-5488.55288,-1067.30604,-5.60248,0.00193,3.48870,0.00129,-5518.58814,-5.12572,0.02298,-5.07055,-5.21612,21919.09229,380.22903,22581.94922,21270.41992,-433.49965,5.34746,-418.66885,-451.33762,18568005.34000,338439.93468,19269478.00000,17908606.00000,277005877575.67999,22569658955.84322,334430273536.00000,220515532800.00000,287556432855.03998,24080652119.01712,342732242944.00000,222755061760.00000,30.75847,6.28984,50.86312,15.72704,3867956211220.47998,990028510134.65662,6831490465792.00000,1943854645248.00000,3781675396628.47998,917497006320.79016,6700076630016.00000,1849718865920.00000,1.31089,0.03895,1.42989,1.22151,1.55906,0.04275,1.67533,1.45972,2.00000,0.00000,2.00000,2.00000,-11.17856,4.72806,-5.85528,-20.00000,49.37300,0.52000,51.28377,47.95795,18.92021,0.37834,19.66066,17.47636,78.63818,15.59656,130.74542,65.08366,-2.09584,2.07911,2.15900,-10.14352,1.64010,0.20709,2.31393,1.09645,55.19221,5.28697,75.73079,45.30030,994.05415,320.37526,1534.09338,339.51465,-930.82057,379.98054,-340.85461,-1836.03784
167,3.8880128860473633,35600,-5474.68297,-979.64345,-5.60999,0.00200,3.88462,0.00133,-5327.10608,-5.12379,0.02314,-5.05758,-5.18841,23277.03018,403.62415,23979.90430,22588.73438,-435.81608,5.47982,-418.40363,-452.21490,19708635.19000,368987.55725,20428808.00000,18898694.00000,309236066467.84003,26606504475.97548,394165649408.00000,239530672128.00000,321081045811.20001,28437258788.00567,414966972416.00000,252307357696.00000,33.38099,7.43029,65.45377,17.23357,4142601979822.08008,984925928941.23547,7303291469824.00000,2217529835520.00000,4074740984709.12012,979614658898.90417,6843948597248.00000,1957831245824.00000,1.31179,0.04183,1.43252,1.19168,1.55547,0.04589,1.67523,1.41993,2.00000,0.00000,2.00000,2.00000,-10.69816,4.22334,-6.06420,-20.00000,49.34412,0.53355,50.89398,47.71394,18.92801,0.37953,20.13660,17.75260,76.41641,12.95172,130.00342,65.11345,-2.64509,2.48337,2.34222,-11.50757,1.65704,0.20805,2.26054,1.05236,54.65666,4.87100,70.65590,45.98722,947.27900,296.36435,1534.09338,368.90390,-899.96123,351.48634,-282.30750,-1836.03784
168,3.7768666744232178,35800,-5486.98627,-1088.60352,-5.58913,0.00140,3.77409,0.00131,-5547.86014,-5.12316,0.02349,-5.06911,-5.18074,24718.67519,428.68327,25464.23047,23987.10742,-438.33291,5.01094,-424.24542,-452.60449,20934134.16000,381542.39020,21751706.00000,20162310.00000,349663005409.28003,30947313706.15815,441776177152.00000,281244532736.00000,363192182210.56000,29161408536.70484,444238888960.00000,295376683008.00000,36.62478,8.56428,61.94802,20.69036,4879105480458.24023,1371588439483.40845,8952217600000.00000,2220432818176.00000,4770377990144.00000,1357494341236.28418,8910022901760.00000,2557419978752.00000,1.31011,0.03730,1.39966,1.21295,1.55850,0.04165,1.67459,1.44389,2.00000,0.00000,2.00000,2.00000,-10.85351,4.47154,-6.17624,-20.00000,49.33561,0.49724,50.70468,47.95761,18.95851,0.36850,19.77193,17.72983,78.33057,15.88636,130.64227,65.21916,-2.32167,2.24517,1.58842,-10.42037,1.69001,0.22502,2.28191,0.94723,54.49799,4.64294,66.63715,45.24587,942.28821,303.23682,1534.09338,315.00418,-865.36033,343.13410,-266.68066,-1836.03784
169,3.8781580924987793,36000,-5488.23865,-966.99449,-5.59990,0.00159,3.87540,0.00112,-5445.16345,-5.12412,0.02399,-5.07321,-5.18279,26248.00614,455.13422,27040.20117,25471.83398,-441.08126,5.68357,-425.12717,-455.69620,22217173.12000,403850.72114,23120042.00000,21398174.00000,391825865605.12000,35081764193.05865,515232923648.00000,315693268992.00000,407943968522.23999,36562619919.31699,518878396416.00000,320704577536.00000,38.12258,8.09154,65.48119,20.76291,5296046288404.48047,1389224957626.31519,11375595225088.00000,2510266826752.00000,5455905900462.08008,1500563420226.85962,11316190248960.00000,2749216063488.00000,1.31081,0.04129,1.42519,1.21227,1.55673,0.04420,1.65286,1.43915,2.00000,0.00000,2.00000,2.00000,-10.35342,4.16954,-6.08140,-20.00000,49.34996,0.55381,50.90489,47.86412,18.92519,0.40056,19.91339,17.59481,76.08138,11.89250,129.95517,65.10913,-2.10230,2.24168,2.13291,-13.59686,1.68793,0.21488,2.45131,1.15430,54.32851,4.58074,66.76373,45.80338,928.38570,289.81342,1534.09338,315.00418,-840.31489,322.08012,-259.27112,-1836.03784
170,3.9095113277435303,36200,-5485.91611,-1050.62577,-5.60009,0.00170,3.90643,0.00131,-5480.59240,-5.12612,0.02140,-5.06735,-5.17706,27873.43609,483.49274,28714.72461,27048.30078,-444.13193,5.74967,-426.68521,-461.28766,23603402.27000,415538.90332,24518528.00000,22755712.00000,438706195988.47998,36989061496.75987,568375836672.00000,349402038272.00000,457782670786.56000,39836214752.00245,588029362176.00000,377515081728.00000,39.97828,8.69823,76.42030,18.00237,5687400533852.16016,1598677532015.84985,11626434527232.00000,3094544646144.00000,5755201313832.95996,1547872407548.82812,11030547660800.00000,2475532484608.00000,1.31172,0.04002,1.41702,1.20818,1.55605,0.04224,1.70997,1.43881,2.00000,0.00000,2.00000,2.00000,-10.44580,4.06447,-5.70361,-20.00000,49.39359,0.56103,51.19116,47.70907,18.91058,0.41675,20.04392,17.41585,76.57269,12.56702,130.62892,65.15935,-2.45217,2.36203,2.04009,-9.51512,1.70004,0.21097,2.15145,0.95525,54.83739,4.57540,69.08191,46.66172,966.11437,273.10997,1534.09338,343.44867,-877.17605,301.25984,-340.30988,-1836.03784
171,3.9857499599456787,36400,-5478.56366,-1029.17440,-5.59851,0.00168,3.98270,0.00130,-5500.75051,-5.12636,0.02425,-5.04274,-5.19748,29596.40945,511.66855,30486.51953,28723.35156,-444.95282,5.63538,-431.69464,-459.78165,25030005.14000,446626.87239,25942602.00000,24171716.00000,503373350993.91998,42842490563.46767,624683843584.00000,381223337984.00000,524778770268.15997,47025759140.82882,672068993024.00000,383747915776.00000,43.20918,9.01130,77.41661,20.93478,6639732262174.71973,1694482972193.38403,12246124068864.00000,3112593522688.00000,6733657393070.08008,1773475189001.02148,11799498850304.00000,3105920909312.00000,1.30319,0.04107,1.38990,1.21254,1.56412,0.04255,1.66483,1.46128,2.00000,0.00000,2.00000,2.00000,-10.84353,4.40158,-5.97401,-20.00000,49.22050,0.54609,50.61609,47.88815,19.00409,0.37682,19.83734,18.09985,77.63324,13.95804,129.68729,65.09634,-2.51601,2.52135,2.81031,-11.88035,1.66527,0.21138,2.19571,0.96267,54.78259,5.19858,74.63545,45.04431,955.38491,310.10239,1534.09338,342.63275,-897.04274,366.31616,-291.66949,-1836.03784
172,3.8822054862976074,36600,-5476.37489,-1091.53050,-5.59870,0.00148,3.87936,0.00130,-5447.02641,-5.11417,0.02608,-5.02986,-5.17915,31420.00343,541.81887,32362.94531,30495.61914,-446.32731,5.82833,-432.46222,-462.61423,26534777.40000,477398.44899,27497414.00000,25600150.00000,577189771837.43994,52689846966.04021,768778502144.00000,435673169920.00000,599033166069.76001,54905404725.84753,793819217920.00000,448135266304.00000,45.66159,9.71327,78.41809,18.76470,7228619683266.55957,1763416065012.96094,13537205288960.00000,3274273456128.00000,6938607083847.67969,1554583589490.00195,11292329902080.00000,3626807066624.00000,1.29746,0.04013,1.42143,1.19014,1.56774,0.04229,1.68890,1.42199,2.00000,0.00000,2.00000,2.00000,-10.33926,4.13475,-5.91357,-20.00000,49.10362,0.55828,50.65270,47.73370,19.06228,0.38828,20.02083,18.14310,77.22961,14.35241,130.25986,65.17834,-1.99462,2.21725,1.70697,-11.32884,1.67072,0.21407,2.30711,1.11859,54.47573,4.72356,76.24573,44.41597,970.92351,297.24474,1534.09338,288.48624,-893.58985,338.09713,-211.81190,-1836.03784
173,3.8862223625183105,36800,-5472.78950,-958.54731,-4.17015,0.00142,3.88345,0.00129,-5445.53531,-5.11959,0.02516,-5.04860,-5.19027,33356.16178,577.33488,34361.09375,32372.60938,-449.81662,5.65535,-434.31851,-461.97818,28188858.56000,526441.98670,29168064.00000,27089466.00000,641295059025.92004,55967086857.35972,774778716160.00000,466846056448.00000,669401564119.04004,57193290457.79893,806407372800.00000,497605214208.00000,47.89712,10.96256,101.83829,27.36758,8159199602933.75977,2041055716524.37158,14460868624384.00000,4154243416064.00000,8053432831180.79980,1947737816410.32715,14022608945152.00000,3810371305472.00000,1.30070,0.03985,1.40022,1.18372,1.56848,0.04286,1.68674,1.46110,2.00000,0.00000,2.00000,2.00000,-11.22617,4.44213,-5.77894,-20.00000,49.19112,0.53349,50.36176,47.67134,19.01749,0.37031,20.02995,18.11005,78.26903,14.46686,130.10631,65.10586,-2.41023,2.48615,1.63210,-16.97560,1.67782,0.20601,2.28048,1.21947,54.32995,4.54866,68.12350,45.49371,938.03748,295.72741,1534.09338,350.79153,-876.49843,345.57899,-271.88953,-1836.03784
174,3.970747709274292,37000,-5467.84091,-687.77327,-3.25210,0.00151,3.96761,0.00156,-5450.22301,-5.12076,0.02459,-5.05208,-5.18213,35417.36209,613.83003,36485.77734,34371.31641,-453.21508,5.29313,-438.59189,-465.48077,29939884.33000,551014.85713,31103750.00000,28880678.00000,724882593546.23999,59732646870.97032,897266679808.00000,590399602688.00000,757180264939.52002,61193568424.36846,931606495232.00000,616194506752.00000,53.26555,12.03706,95.66730,20.72722,9178827587584.00000,2326746351186.40137,18076397469696.00000,4929028620288.00000,9252490827530.24023,2418782778350.70166,18891302502400.00000,4897433452544.00000,1.30556,0.03827,1.41414,1.20000,1.56322,0.04167,1.68547,1.44344,2.00000,0.00000,2.00000,2.00000,-10.85207,4.47972,-5.54684,-20.00000,49.26833,0.49493,50.31681,47.87777,18.98642,0.37094,20.08320,18.09515,78.63298,15.02893,130.66939,65.13612,-2.29157,2.13724,1.66463,-10.66142,1.64147,0.22007,2.27962,1.07404,54.58480,4.77564,68.90096,45.85894,945.42673,284.47276,1534.09338,342.73630,-881.98379,333.74588,-336.54645,-1836.03784
175,3.903568744659424,37200,-5470.68743,-1064.13677,-5.60273,0.00134,3.90048,0.00170,-5544.02890,-5.11731,0.02326,-5.03699,-5.18476,37607.58316,651.75410,38741.65234,36496.67188,-455.64404,6.07361,-430.06323,-474.75333,31787857.70000,585417.93132,32919534.00000,30318608.00000,812866497413.12000,72072876097.23338,1012386496512.00000,664928518144.00000,848929270661.12000,75843134847.11789,1050417233920.00000,699034238976.00000,54.44639,13.80567,146.28154,28.58974,10342567198064.64062,2604678036829.57812,19299460710400.00000,5744746823680.00000,10291142577356.80078,2435487486600.03711,19292395405312.00000,5786231635968.00000,1.30256,0.03913,1.41861,1.14932,1.56549,0.04269,1.68329,1.44697,2.00000,0.00000,2.00000,2.00000,-11.19515,4.71973,-5.84786,-20.00000,49.25247,0.56954,51.02098,46.94017,19.00014,0.38801,20.14126,17.78864,78.99776,14.82342,130.71542,65.21664,-2.14030,2.29952,2.32667,-13.73564,1.69632,0.20728,2.21700,1.18168,54.94381,4.88290,69.28850,46.18192,978.48090,303.91979,1534.09338,296.15073,-901.48305,344.76377,-234.72142,-1836.03784
176,3.687243700027466,37400,-5472.61809,-1114.07977,-5.62460,0.00151,3.68461,0.00108,-5537.89470,-5.11807,0.02173,-5.06398,-5.19421,39931.07367,690.93261,41133.86719,38753.25391,-457.69177,5.37406,-442.36694,-470.14999,33713424.36000,617332.91199,34859632.00000,32520922.00000,911233651834.88000,73911587579.26196,1101479018496.00000,725712109568.00000,948508861726.71997,74622360600.24081,1128186642432.00000,745449324544.00000,58.23707,14.34061,112.85799,19.74069,11604772362649.59961,3198803340269.83154,21460422754304.00000,5029975556096.00000,11393461576007.67969,3135314638408.02881,21227936677888.00000,5751752359936.00000,1.30079,0.03666,1.41244,1.21042,1.56820,0.03931,1.68621,1.43733,2.00000,0.00000,2.00000,2.00000,-10.87848,4.29926,-5.98879,-20.00000,49.20098,0.49658,50.30363,47.72129,19.01797,0.35973,19.83287,18.07651,78.61683,15.37762,130.29211,65.07552,-2.39271,2.27821,2.72303,-10.49428,1.68013,0.19913,2.23336,1.17051,53.77147,4.67653,68.17968,45.75184,931.61076,308.01922,1534.09338,305.59250,-854.27082,357.64370,-235.73167,-1836.03784
