EPOCH,Time Consumed,Total Frames,Running_Average_Rewards,Train_Epoch_Reward,Running_Training_Average_Rewards,Explore_Time,Train___Time,Eval____Time,forward_5_v2_eval_rewards,Reward_Mean_Mean,Reward_Mean_Std,Reward_Mean_Max,Reward_Mean_Min,Alpha_Mean,Alpha_Std,Alpha_Max,Alpha_Min,Alpha_loss_Mean,Alpha_loss_Std,Alpha_loss_Max,Alpha_loss_Min,Training/policy_loss_Mean,Training/policy_loss_Std,Training/policy_loss_Max,Training/policy_loss_Min,Training/qf1_loss_Mean,Training/qf1_loss_Std,Training/qf1_loss_Max,Training/qf1_loss_Min,Training/qf2_loss_Mean,Training/qf2_loss_Std,Training/qf2_loss_Max,Training/qf2_loss_Min,Training/embedding_norm_Mean,Training/embedding_norm_Std,Training/embedding_norm_Max,Training/embedding_norm_Min,Training/qf1_norm_Mean,Training/qf1_norm_Std,Training/qf1_norm_Max,Training/qf1_norm_Min,Training/qf2_norm_Mean,Training/qf2_norm_Std,Training/qf2_norm_Max,Training/qf2_norm_Min,log_std/mean_Mean,log_std/mean_Std,log_std/mean_Max,log_std/mean_Min,log_std/std_Mean,log_std/std_Std,log_std/std_Max,log_std/std_Min,log_std/max_Mean,log_std/max_Std,log_std/max_Max,log_std/max_Min,log_std/min_Mean,log_std/min_Std,log_std/min_Max,log_std/min_Min,log_probs/mean_Mean,log_probs/mean_Std,log_probs/mean_Max,log_probs/mean_Min,log_probs/std_Mean,log_probs/std_Std,log_probs/std_Max,log_probs/std_Min,log_probs/max_Mean,log_probs/max_Std,log_probs/max_Max,log_probs/max_Min,log_probs/min_Mean,log_probs/min_Std,log_probs/min_Max,log_probs/min_Min,mean/mean_Mean,mean/mean_Std,mean/mean_Max,mean/mean_Min,mean/std_Mean,mean/std_Std,mean/std_Max,mean/std_Min,mean/max_Mean,mean/max_Std,mean/max_Max,mean/max_Min,mean/min_Mean,mean/min_Std,mean/min_Max,mean/min_Min
77,4.031198501586914,17600,-5485.39644,-883.49677,-4.49969,0.00183,4.02818,0.00114,-5418.94534,-5.11203,0.02260,-5.03797,-5.17190,105.27436,1.82858,108.45720,102.15537,-202.72966,2.53323,-196.35075,-209.50957,90977.55383,1650.72931,94456.32812,87678.02344,5469481.30750,508019.20031,7270675.50000,4128590.50000,5802906.57250,591302.94988,7965960.00000,4441237.00000,0.15447,0.03449,0.27277,0.07164,205360936.56000,54394164.68542,404009536.00000,87368552.00000,222506402.36000,64563272.85261,463696224.00000,102754728.00000,1.32228,0.03508,1.42127,1.23203,1.55051,0.04104,1.72020,1.44213,2.00000,0.00000,2.00000,2.00000,-11.46845,4.80333,-6.08961,-20.00000,49.54052,0.52156,50.76088,47.95682,18.86178,0.37476,19.81408,18.01395,80.92115,17.21647,130.74413,65.21101,-2.11166,1.97749,2.57370,-11.31434,1.62528,0.24716,2.18347,0.90328,55.96776,5.27723,73.10686,46.08749,954.70835,297.01426,1534.09338,368.90390,-960.79031,369.39976,-335.91284,-1836.03784
78,3.99241042137146,17800,-5484.20831,-1040.81467,-5.61308,0.00175,3.98949,0.00113,-5485.79730,-5.11013,0.02645,-5.01631,-5.17553,111.79954,1.94180,115.17963,108.48973,-205.38820,2.71583,-198.72517,-211.99414,96632.75438,1735.40086,99936.16406,92876.14062,6231133.30250,611505.21096,8237659.50000,4814085.50000,6539186.24500,643264.08373,8636187.00000,4958904.50000,0.16907,0.03495,0.29006,0.07318,251425985.32000,65210292.41838,461668960.00000,101840640.00000,263397949.12000,73809738.74940,490895680.00000,101969432.00000,1.31848,0.03751,1.40809,1.21549,1.55479,0.04233,1.66194,1.44447,2.00000,0.00000,2.00000,2.00000,-11.50289,4.82071,-6.43437,-20.00000,49.54886,0.54247,50.79108,48.15869,18.86746,0.36465,19.70804,18.01834,80.88223,16.64333,130.77885,65.11894,-2.16663,2.21839,1.62703,-10.03253,1.62205,0.23894,2.11784,0.73539,56.06719,5.26901,75.82516,45.56580,993.43058,313.70887,1534.09338,368.30219,-989.80355,369.77836,-321.43112,-1836.03784
79,3.7991952896118164,18000,-5481.91981,-1065.61405,-5.59963,0.00179,3.79622,0.00114,-5514.51059,-5.11347,0.02680,-5.04084,-5.17871,118.73102,2.06375,122.31990,115.21418,-208.10866,2.66840,-201.60222,-215.41045,102588.24477,1863.35492,106543.55469,99067.36719,6961735.50750,700843.22064,10178187.00000,5359152.00000,7211645.48250,669932.71687,8901832.00000,5756159.50000,0.17303,0.03404,0.24936,0.08178,304164278.44000,94399697.85529,623917696.00000,128579112.00000,268684511.16000,79790933.25298,546378240.00000,101332280.00000,1.32157,0.03934,1.42698,1.23339,1.55196,0.04351,1.65354,1.43159,2.00000,0.00000,2.00000,2.00000,-11.34461,4.72775,-6.08140,-20.00000,49.57007,0.53247,51.13746,48.19263,18.82840,0.39831,19.75046,17.65430,80.36825,17.58074,130.74730,65.05170,-2.09332,2.28937,2.56168,-10.88464,1.61178,0.24881,2.26678,0.88413,55.81024,5.39657,76.86559,46.56994,952.39123,302.53469,1534.09338,337.64111,-956.59274,391.67398,-261.21445,-1836.03784
80,3.8724565505981445,18200,-5479.51728,-1049.72552,-5.59885,0.00155,3.86948,0.00136,-5469.14910,-5.10025,0.02352,-5.04168,-5.16555,126.07827,2.18052,129.87219,122.35653,-209.92353,2.69678,-202.55096,-217.42203,108724.07422,1944.69462,112971.47656,105147.78906,8248373.77000,817867.59532,10281026.00000,6414495.00000,8483948.34250,822108.80710,11542936.00000,6818918.50000,0.18939,0.03914,0.29411,0.06452,306054596.24000,74436011.51669,581866112.00000,152987712.00000,314878854.80000,77193218.26581,556459648.00000,162248032.00000,1.30870,0.03957,1.41011,1.20229,1.56543,0.04452,1.68008,1.45278,2.00000,0.00000,2.00000,2.00000,-11.58275,4.98678,-5.70361,-20.00000,49.40452,0.54260,50.74017,47.86301,18.88619,0.37107,19.79701,17.70588,80.31671,17.56979,130.82014,65.09024,-2.02969,2.01941,1.69358,-9.62096,1.59839,0.23611,2.22199,0.90850,55.32468,5.16363,69.34400,45.64999,971.69596,316.39335,1534.09338,337.04855,-962.98011,391.56395,-297.69498,-1836.03784
81,3.846931219100952,18400,-5471.46368,-1084.46654,-5.62769,0.00187,3.84367,0.00133,-5448.23083,-5.10628,0.02262,-5.03601,-5.16101,133.87399,2.32091,137.91574,129.91110,-213.21469,2.58870,-207.02156,-221.08423,115581.76457,2087.80755,119631.24219,111288.67969,9133497.40000,935118.59503,11972107.00000,7092752.00000,9489511.78500,865062.11327,12621749.00000,7683604.00000,0.19765,0.04443,0.38845,0.09254,359855706.48000,102172348.26295,701925184.00000,159427376.00000,368082043.52000,101589710.90491,665792320.00000,189904032.00000,1.31739,0.03795,1.41892,1.18925,1.55518,0.04147,1.68811,1.45005,2.00000,0.00000,2.00000,2.00000,-11.18903,4.63728,-5.70748,-20.00000,49.54482,0.51035,51.01006,48.15554,18.82473,0.34857,19.94630,17.98271,78.41609,14.68469,130.68185,65.11629,-1.86253,2.01524,1.98198,-8.41281,1.59260,0.23387,2.29509,1.02207,55.86819,5.43094,74.47470,46.59185,979.76669,310.96995,1534.09338,334.05585,-978.27502,395.99161,-271.88953,-1836.03784
82,3.65586256980896,18600,-5469.24475,-852.82997,-4.50493,0.00208,3.65265,0.00108,-5466.11524,-5.10440,0.02349,-5.05615,-5.17342,142.16155,2.46588,146.45332,137.95705,-215.71768,2.88159,-206.14107,-224.14371,122643.92258,2228.74546,126926.03906,118333.05469,10188012.59750,791897.20047,12219095.00000,7753100.00000,10655304.89000,853166.93417,12766127.00000,8126969.00000,0.20947,0.04479,0.36885,0.09945,361756101.52000,96028217.73204,676140928.00000,168020800.00000,377441914.64000,100897278.66563,688875200.00000,167570816.00000,1.31356,0.04133,1.41546,1.15382,1.56074,0.04539,1.68821,1.43327,2.00000,0.00000,2.00000,2.00000,-11.22879,4.84636,-5.96239,-20.00000,49.52202,0.55803,51.18512,47.75061,18.84173,0.39520,19.94483,17.59365,81.18699,18.07723,130.70026,65.18256,-2.26814,2.41456,1.78913,-11.58946,1.59102,0.22562,2.11781,0.85996,55.96930,5.48355,73.93652,46.04143,980.68836,306.44053,1534.09338,368.90390,-971.71406,373.08904,-331.83795,-1836.03784
83,3.6386923789978027,18800,-5472.08040,-1085.09247,-5.60144,0.00183,3.63547,0.00132,-5443.29913,-5.10508,0.02291,-5.05190,-5.17038,150.95677,2.61599,155.51385,146.49719,-218.34240,3.04931,-209.79922,-225.87947,130173.49391,2374.32265,135171.28125,125212.58594,11568009.71500,966643.53854,15379539.00000,9350414.00000,12048985.44500,1088203.85579,15732051.00000,9120038.00000,0.22754,0.04995,0.38414,0.11702,403729685.92000,106314610.29151,698125056.00000,145071552.00000,418826736.16000,94855263.75445,686367168.00000,160355888.00000,1.31572,0.04435,1.41823,1.19637,1.55895,0.04912,1.69248,1.44679,2.00000,0.00000,2.00000,2.00000,-11.63385,4.85345,-6.06420,-20.00000,49.52426,0.57322,51.03101,47.95332,18.85447,0.43753,19.99302,17.56925,83.11725,18.74627,130.79587,65.00328,-2.26133,2.37688,2.50391,-13.47245,1.59850,0.23826,2.28781,0.93087,55.69806,5.19315,72.06967,46.12115,973.78450,304.90172,1534.09338,317.32516,-976.60210,370.01047,-227.43172,-1836.03784
84,3.675307273864746,19000,-5476.30256,-1007.04008,-5.59940,0.00153,3.67264,0.00109,-5528.69187,-5.10208,0.02647,-5.01750,-5.18463,160.29352,2.77313,165.12187,155.56065,-220.57354,2.95680,-210.80602,-228.27937,138216.05039,2514.60789,143759.45312,132239.23438,13188547.62500,1332108.63938,17822858.00000,10158219.00000,13659158.18000,1233990.63299,17052650.00000,10456802.00000,0.24678,0.05288,0.40873,0.13150,517332348.40000,154439342.10842,1054628672.00000,213960240.00000,508261399.36000,153036474.89964,1162616960.00000,225044400.00000,1.30811,0.04112,1.39629,1.19064,1.56710,0.04582,1.70859,1.46825,2.00000,0.00000,2.00000,2.00000,-11.61710,4.89891,-5.91529,-20.00000,49.44941,0.56110,50.86814,47.75090,18.88414,0.37672,20.31433,17.87625,82.07561,18.06136,130.87422,65.24727,-2.07802,2.11947,2.44292,-9.01657,1.60753,0.23687,2.12859,0.89257,55.74931,5.20658,76.76047,45.38934,967.27451,304.85110,1534.09338,366.15414,-950.17214,376.96159,-286.67599,-1836.03784
85,3.770063877105713,19200,-5477.75048,-992.84387,-5.61304,0.00196,3.76692,0.00112,-5496.43678,-5.09974,0.02383,-5.04401,-5.16094,170.19732,2.94484,175.32220,165.17139,-223.14959,2.67002,-215.90288,-230.30696,146647.67609,2648.57156,152023.39062,140990.40625,14769534.07500,1321067.62641,18516698.00000,11685683.00000,15401209.61000,1363260.60251,19246788.00000,11470889.00000,0.25096,0.05492,0.46563,0.13735,514477104.72000,127307648.87750,919130112.00000,221754816.00000,533149103.84000,130761033.00026,914832320.00000,304531904.00000,1.31155,0.03617,1.39426,1.21279,1.56112,0.03782,1.65127,1.46234,2.00000,0.00000,2.00000,2.00000,-11.12863,4.67128,-6.13798,-20.00000,49.44388,0.50396,50.94611,48.02190,18.87621,0.33913,19.88630,17.87374,79.40612,16.73550,130.87231,65.07533,-2.11654,2.14990,2.87591,-10.97945,1.59638,0.23456,2.12126,0.89153,55.94278,5.65406,76.69543,46.18438,972.47522,310.65403,1534.09338,316.99713,-975.63426,415.81410,-262.27682,-1836.03784
86,3.790048360824585,19400,-5476.50655,-994.19161,-5.60001,0.00122,3.78753,0.00124,-5493.88936,-5.10247,0.02321,-5.03855,-5.15043,180.71191,3.13083,186.16113,175.37463,-225.88916,2.76527,-216.75401,-233.60698,155855.19359,2878.39200,161482.53125,149101.85938,16580316.77000,1350178.72457,20754228.00000,13312255.00000,17174303.17500,1352807.38144,20368800.00000,14200037.00000,0.26885,0.05221,0.46455,0.15466,619428623.68000,165491888.88784,1181098880.00000,267971840.00000,629972281.44000,155618026.40335,1058247296.00000,361838144.00000,1.30986,0.03955,1.40165,1.22081,1.56285,0.04228,1.66473,1.45844,2.00000,0.00000,2.00000,2.00000,-10.72007,4.33328,-5.68681,-20.00000,49.46974,0.50201,51.00077,47.83870,18.86714,0.37777,19.89855,17.86488,77.90362,14.93456,130.37775,65.10190,-2.01626,2.28460,2.04212,-11.53315,1.62658,0.22207,2.26215,0.80501,56.11060,5.29177,72.08894,45.80530,982.59399,303.55368,1534.09338,285.29883,-974.58299,371.95080,-232.21512,-1836.03784
87,3.854609251022339,19600,-5485.89494,-967.88265,-5.65279,0.00149,3.85201,0.00105,-5512.82923,-5.10724,0.02350,-5.05472,-5.17230,191.88727,3.32000,197.66089,186.21698,-228.30252,2.91045,-219.79698,-237.03951,165430.23773,2958.41398,171620.62500,159291.54688,18606273.53500,1827549.15019,23782086.00000,14287424.00000,19612228.60500,1919248.73798,26149728.00000,15612264.00000,0.27444,0.05510,0.48667,0.12418,660732640.96000,155072393.50940,1078822912.00000,289927680.00000,714669339.84000,176128909.41615,1301602176.00000,323477440.00000,1.30909,0.03810,1.41341,1.19966,1.56444,0.04117,1.67426,1.44815,2.00000,0.00000,2.00000,2.00000,-11.29610,4.85667,-6.09546,-20.00000,49.43299,0.55272,51.06281,47.74937,18.90356,0.37779,20.06993,17.76666,78.88211,15.58557,130.68736,65.06223,-2.44269,2.23739,1.72282,-11.25875,1.60194,0.21940,2.18113,0.99966,55.69745,5.43186,76.92982,46.40720,938.87409,286.87751,1534.09338,358.20612,-930.58507,375.79480,-283.11145,-1836.03784
88,3.7079195976257324,19800,-5491.55314,-1034.69528,-5.68185,0.00149,3.70505,0.00131,-5542.37929,-5.10794,0.02426,-5.04677,-5.16966,203.75400,3.53339,209.89706,197.72018,-231.44097,2.61303,-224.67227,-240.40845,175789.93563,3124.29822,184193.45312,169966.89062,20555138.23000,1917323.38477,26626168.00000,15249888.00000,21778184.31500,2271232.29116,28147872.00000,16205403.00000,0.29117,0.06256,0.55928,0.14224,752083282.88000,199465329.53336,1406293888.00000,315298688.00000,815113836.80000,227588168.83671,1477956736.00000,343804416.00000,1.31525,0.03703,1.40543,1.21922,1.55995,0.04202,1.65114,1.45329,2.00000,0.00000,2.00000,2.00000,-11.33001,4.84500,-5.94057,-20.00000,49.53317,0.49611,50.99234,48.26561,18.81658,0.36641,19.57774,17.90000,79.17086,16.39865,130.74734,65.11967,-2.15504,2.36803,1.70075,-11.47827,1.60648,0.20411,2.08563,0.99711,56.06791,4.99359,74.49203,45.87255,979.59834,287.67070,1534.09338,300.54593,-980.39252,362.52223,-315.78317,-1836.03784
89,3.8184664249420166,20000,-5476.31901,-1084.56077,-5.58829,0.00226,3.81483,0.00131,-5362.16925,-5.10815,0.02281,-5.05631,-5.17051,216.34978,3.74437,222.86362,209.95993,-233.50433,2.64575,-224.19627,-239.38658,186553.50055,3348.89487,192336.65625,179661.78125,23709224.85000,2175634.70062,31768036.00000,19681614.00000,24801131.28000,2139150.34423,31622054.00000,20159846.00000,0.31742,0.06212,0.46765,0.16075,814332304.48000,219813545.28439,1420060032.00000,345806848.00000,795286641.92000,220352326.15878,1488599040.00000,338771552.00000,1.31047,0.03549,1.39675,1.22430,1.56076,0.03920,1.67819,1.46489,2.00000,0.00000,2.00000,2.00000,-10.67029,4.45755,-5.88855,-20.00000,49.43107,0.48056,50.75841,47.92060,18.88566,0.36737,19.95354,17.86196,77.58370,14.20815,130.70847,65.10299,-2.05850,2.18156,2.36795,-10.49028,1.60306,0.23360,2.24702,0.88083,55.25274,5.18288,74.79794,46.22916,942.52214,286.32495,1534.09338,337.64111,-912.06406,377.32473,-283.11145,-1836.03784
90,3.941042184829712,20200,-5481.82996,-1094.61567,-5.63116,0.00180,3.93810,0.00110,-5524.25862,-5.11091,0.02363,-5.04928,-5.17645,229.73138,3.98749,236.66571,222.93025,-236.79178,2.79782,-230.30806,-244.34154,198261.51242,3468.07110,205374.12500,191288.35938,26182491.47000,2243391.53755,33776124.00000,21619132.00000,27326296.61000,2349518.04413,34600072.00000,22015142.00000,0.34304,0.07193,0.54277,0.15199,913181988.64000,235939585.31315,1687856128.00000,343507744.00000,896798664.48000,230171757.21355,1655024128.00000,350888608.00000,1.31843,0.04083,1.40515,1.19919,1.55412,0.04493,1.70582,1.43806,2.00000,0.00000,2.00000,2.00000,-10.52799,4.26723,-6.04812,-20.00000,49.55636,0.50518,50.80986,48.28341,18.81790,0.38111,19.68332,18.03804,76.96615,13.66379,130.84619,65.08389,-2.25114,2.28446,2.03749,-12.25915,1.64744,0.21400,2.23616,0.94953,55.13112,4.92177,75.22969,45.63726,938.02443,287.55505,1534.09338,337.64111,-908.19179,362.05653,-296.36087,-1836.03784
91,3.917834758758545,20400,-5484.28321,-1014.72651,-5.59891,0.00178,3.91460,0.00138,-5472.76336,-5.11058,0.02452,-5.04398,-5.18035,243.94378,4.22630,251.29919,236.73647,-238.97020,3.29368,-229.82498,-247.37833,210307.87844,3830.64693,217699.57812,202406.65625,29813750.36000,2927085.71689,40208572.00000,24229230.00000,31223054.49000,2902140.87298,43209576.00000,24405956.00000,0.35311,0.07739,0.61256,0.16302,1052373176.64000,276916061.14408,1814435200.00000,406378176.00000,1068819453.92000,267537333.90893,2230405120.00000,531062944.00000,1.31204,0.04405,1.42711,1.18395,1.56185,0.04845,1.69061,1.42994,2.00000,0.00000,2.00000,2.00000,-11.18458,4.74481,-5.91087,-20.00000,49.47688,0.58287,50.95625,47.84615,18.84789,0.43922,19.93675,17.61872,80.90768,17.28219,130.76175,65.20277,-2.16188,2.33348,1.83902,-12.67681,1.61430,0.23425,2.18076,0.88705,55.45470,4.94439,72.26126,46.13344,956.40946,280.94731,1534.09338,331.11496,-952.44883,362.66910,-271.88953,-1836.03784
92,3.8690695762634277,20600,-5492.57741,-1077.03225,-5.59953,0.00178,3.86582,0.00139,-5549.05723,-5.11471,0.02273,-5.05334,-5.17567,259.02223,4.48427,266.83075,251.37433,-241.54828,2.80656,-233.19217,-249.47472,223224.00922,4079.20072,232200.70312,215328.15625,33740216.62000,3267079.99383,42610928.00000,25174744.00000,35196292.45000,3311186.87525,44908308.00000,26709218.00000,0.36542,0.08160,0.67273,0.19054,1163685642.56000,328088350.88696,2100011648.00000,439313024.00000,1154078649.92000,329632190.31479,2204793344.00000,570575296.00000,1.31200,0.03713,1.41417,1.19578,1.55950,0.04186,1.65834,1.42876,2.00000,0.00000,2.00000,2.00000,-10.87886,4.73981,-5.61078,-20.00000,49.47152,0.48097,50.76173,48.15083,18.88405,0.34786,19.72593,18.06294,78.38208,16.62738,130.57349,65.16252,-2.34386,2.41353,1.71211,-12.39416,1.60572,0.24291,2.24413,0.62607,55.50280,5.45326,72.86812,45.65617,960.47140,309.62662,1534.09338,337.04855,-942.48093,385.59893,-313.34778,-1836.03784
93,3.9299068450927734,20800,-5497.36518,-1000.60145,-5.60052,0.00183,3.92668,0.00133,-5491.17679,-5.11156,0.02292,-5.04305,-5.17228,275.03385,4.76338,283.32187,266.91071,-244.08452,3.04498,-235.12952,-251.46806,236895.94695,4146.87714,246542.15625,227987.00000,38343602.93000,3312365.81996,48199668.00000,29988230.00000,40163594.43000,3368205.10803,51918464.00000,33115110.00000,0.39752,0.08776,0.66480,0.19515,1246192357.12000,302369494.06689,2094141184.00000,694089600.00000,1243560518.40000,321354479.31055,2336007168.00000,554658496.00000,1.31121,0.03997,1.40937,1.17962,1.56016,0.04069,1.66302,1.44097,2.00000,0.00000,2.00000,2.00000,-10.71949,4.36087,-6.15318,-20.00000,49.45890,0.52440,50.70548,47.93106,18.88509,0.39139,20.00398,17.77275,79.26870,15.40566,130.83400,65.11359,-1.95339,2.13552,2.64314,-9.43203,1.59185,0.19892,2.09894,1.10998,55.01730,4.77085,68.30101,46.32197,949.17507,315.65773,1534.09338,342.73630,-951.89236,384.34359,-251.38225,-1836.03784
94,3.9019789695739746,21000,-5492.27606,-1078.43831,-5.57489,0.00183,3.89878,0.00131,-5477.80067,-5.11337,0.02738,-5.02250,-5.17491,292.03120,5.05688,300.83487,283.40686,-246.75507,3.48301,-236.51231,-253.66043,251453.10883,4519.66064,261774.78125,242207.29688,42764124.97000,3709197.61838,52461524.00000,33391770.00000,45035475.08000,3668813.74624,55508224.00000,36504564.00000,0.42747,0.09594,0.72276,0.23338,1458915450.56000,427624790.77270,3001643264.00000,753405888.00000,1499133247.04000,375930203.91457,2779560448.00000,795012992.00000,1.31554,0.04500,1.41674,1.15690,1.55686,0.04619,1.73212,1.44369,2.00000,0.00000,2.00000,2.00000,-11.18188,4.74372,-5.88855,-20.00000,49.47018,0.59312,50.67068,47.66252,18.87071,0.42704,20.05101,17.76095,80.24836,17.55450,130.73909,65.01114,-1.99237,2.06538,1.78576,-9.45444,1.59638,0.23256,2.09631,0.85292,54.67652,4.73218,69.86000,46.11082,939.62359,297.20444,1534.09338,290.58591,-932.21124,373.75165,-261.17947,-1836.03784
95,3.9010202884674072,21200,-5478.64354,-1023.25524,-5.61307,0.00174,3.89808,0.00115,-5360.11157,-5.10995,0.02338,-5.04853,-5.16549,310.09703,5.37051,319.43457,300.92499,-249.41840,2.87740,-240.83118,-256.70490,267153.64945,4626.34518,277088.84375,257804.95312,48805659.72000,4400493.15514,61121148.00000,39523336.00000,51338195.56000,4774692.82458,64960352.00000,39944672.00000,0.45561,0.09279,0.73479,0.25220,1561114222.72000,415435813.64960,2776875776.00000,640934272.00000,1654195675.20000,461633972.90334,3563015680.00000,708890880.00000,1.31409,0.03596,1.42588,1.21672,1.55763,0.03886,1.68802,1.43320,2.00000,0.00000,2.00000,2.00000,-10.61423,4.35941,-5.57260,-20.00000,49.47988,0.50160,50.79599,47.96391,18.87940,0.35523,19.79346,17.94152,78.02610,15.10409,130.08453,65.06498,-2.12881,2.10978,2.31328,-9.97431,1.61209,0.22297,2.19371,0.85465,54.78992,5.05718,71.52245,44.96597,920.75184,279.47196,1534.09338,375.66577,-896.13150,371.02274,-324.47171,-1836.03784
96,3.90177583694458,21400,-5477.58231,-960.18288,-5.60264,0.00180,3.89873,0.00117,-5483.27704,-5.10577,0.02234,-5.02646,-5.17394,329.24178,5.68951,339.14249,319.53055,-251.32879,3.25827,-242.90385,-259.77460,283315.88531,5007.12075,292963.84375,271866.96875,56872843.22000,6000759.09980,82870144.00000,41728292.00000,58160418.32000,5160631.23639,70785728.00000,44139592.00000,0.47167,0.10756,0.84217,0.21954,1940442431.04000,583350483.49413,4281859840.00000,915229952.00000,1822556486.40000,530527473.09334,3372520448.00000,834911104.00000,1.30881,0.04146,1.41652,1.18133,1.56149,0.04507,1.69169,1.44273,2.00000,0.00000,2.00000,2.00000,-10.68371,4.50802,-5.75349,-20.00000,49.35996,0.55290,50.80215,47.85178,18.93176,0.38799,19.93313,17.71308,78.12934,16.37592,130.89401,65.21065,-2.17966,2.04139,2.24848,-7.67771,1.59411,0.22049,2.10056,1.01700,55.29592,4.98955,69.08290,46.49010,946.77937,273.32098,1534.09338,328.74185,-941.33101,365.93605,-321.01709,-1836.03784
97,3.8318474292755127,21600,-5458.61556,-1034.79288,-5.59992,0.00190,3.82251,0.00134,-5323.16181,-5.10426,0.02262,-5.04816,-5.17556,349.55279,6.04322,360.06854,339.24356,-253.99681,3.15655,-246.57100,-261.88895,300572.63688,5409.15193,312329.62500,287721.43750,62845379.84000,5588467.65619,80813928.00000,50457572.00000,65216759.54000,5659089.57585,83152600.00000,51114864.00000,0.49196,0.11426,1.10036,0.23264,1919519727.68000,479786755.96768,3496861952.00000,896045952.00000,1858462305.60000,472697240.05774,3511893248.00000,848194880.00000,1.30931,0.03921,1.41124,1.18932,1.56085,0.04145,1.66249,1.44538,2.00000,0.00000,2.00000,2.00000,-11.06069,4.51825,-5.77885,-20.00000,49.37226,0.52482,50.67056,48.14183,18.92730,0.35698,19.96039,18.02627,78.71213,15.79556,130.88008,65.10933,-2.06704,2.01776,2.62448,-8.18996,1.60982,0.22038,2.31597,0.76707,54.60553,4.92552,74.50809,45.57495,906.99426,267.23217,1534.09338,316.11655,-878.57803,353.29600,-264.96130,-1836.03784
98,3.885676383972168,21800,-5453.84728,-942.85563,-5.28203,0.00195,3.88232,0.00133,-5494.69647,-5.10578,0.02397,-5.04368,-5.16093,371.11721,6.41582,382.28525,360.17654,-256.33555,3.29769,-246.68481,-266.50980,319062.10266,5701.11117,329893.71875,307001.59375,70076091.40000,6563682.80139,89233944.00000,56776296.00000,72516475.60000,6475233.97294,91971344.00000,59348556.00000,0.53104,0.10852,0.82267,0.19333,2081594523.52000,521398795.63315,4315364352.00000,1066087680.00000,2162602949.76000,630420079.78438,3929073664.00000,971873472.00000,1.30670,0.04071,1.42941,1.17206,1.56426,0.04347,1.69026,1.42757,2.00000,0.00000,2.00000,2.00000,-10.99424,4.74851,-5.88615,-20.00000,49.32860,0.53507,50.93364,47.87432,18.94512,0.39947,20.05673,17.51588,78.14456,15.42206,130.69044,65.01596,-2.34757,2.19194,2.34624,-8.47273,1.59353,0.23011,2.14218,0.85485,54.70519,4.97000,72.90970,46.20157,942.36929,296.08018,1534.09338,368.30219,-911.68386,354.79309,-300.69202,-1836.03784
99,3.4214775562286377,22000,-5462.72195,-975.00613,-5.61308,0.00121,3.41890,0.00131,-5450.91589,-5.10771,0.02440,-5.03819,-5.17133,394.03466,6.81928,405.90561,382.39935,-259.34579,3.23920,-250.00044,-267.58121,339029.34578,6138.32308,350399.40625,326953.71875,78316977.22000,6976913.17506,96787064.00000,54265416.00000,81197371.54000,7534479.35420,105026104.00000,60393536.00000,0.57073,0.12356,0.91958,0.26666,2407895191.04000,609786359.60135,4659567616.00000,1109303552.00000,2408792115.84000,570068706.85870,3983977216.00000,1055489024.00000,1.31140,0.03767,1.40498,1.21301,1.56013,0.03857,1.67433,1.46480,2.00000,0.00000,2.00000,2.00000,-11.08245,4.46442,-5.95620,-20.00000,49.39794,0.52508,50.58487,47.89465,18.92056,0.37166,19.82377,18.03730,78.90191,14.76209,130.80878,65.06623,-2.18082,2.17462,2.48003,-9.95328,1.58615,0.21674,2.20956,1.05212,54.44029,5.02127,70.62604,46.00747,906.85557,300.38689,1534.09338,331.11496,-896.54688,371.33677,-270.65268,-1836.03784
100,3.652881145477295,22200,-5453.66318,-1046.24540,-5.59491,0.00184,3.64964,0.00134,-5433.67101,-5.10062,0.02410,-5.02943,-5.16699,418.37060,7.22983,430.95999,406.02759,-261.54131,3.20760,-252.61136,-269.33224,359470.76578,6511.76372,374324.59375,346973.06250,90106607.72000,7873850.60418,109312552.00000,70697648.00000,93171249.88000,8198139.06739,114198608.00000,69203960.00000,0.61873,0.13645,1.09923,0.21796,2637788890.24000,679954238.32111,5016026624.00000,1093944960.00000,2625810017.92000,680012031.12599,5709133824.00000,1392048640.00000,1.30600,0.03768,1.39371,1.21658,1.56585,0.04030,1.66263,1.45773,2.00000,0.00000,2.00000,2.00000,-11.01798,4.58620,-6.32506,-20.00000,49.33077,0.51261,50.41337,47.94789,18.94177,0.38280,20.00039,17.98481,78.59774,15.19832,130.47379,65.04573,-2.32771,2.42277,2.89024,-14.00444,1.55685,0.23353,2.09141,0.79486,55.62302,5.27839,72.85558,46.35007,963.29022,293.08661,1534.09338,357.51675,-962.43499,381.17535,-315.78317,-1836.03784
