EPOCH,Time Consumed,Total Frames,Running_Average_Rewards,Train_Epoch_Reward,Running_Training_Average_Rewards,Explore_Time,Train___Time,Eval____Time,jump_eval_rewards,Reward_Mean_Mean,Reward_Mean_Std,Reward_Mean_Max,Reward_Mean_Min,Alpha_Mean,Alpha_Std,Alpha_Max,Alpha_Min,Alpha_loss_Mean,Alpha_loss_Std,Alpha_loss_Max,Alpha_loss_Min,Training/policy_loss_Mean,Training/policy_loss_Std,Training/policy_loss_Max,Training/policy_loss_Min,Training/qf1_loss_Mean,Training/qf1_loss_Std,Training/qf1_loss_Max,Training/qf1_loss_Min,Training/qf2_loss_Mean,Training/qf2_loss_Std,Training/qf2_loss_Max,Training/qf2_loss_Min,Training/pf_state_norm_Mean,Training/pf_state_norm_Std,Training/pf_state_norm_Max,Training/pf_state_norm_Min,Training/pf_task_norm_Mean,Training/pf_task_norm_Std,Training/pf_task_norm_Max,Training/pf_task_norm_Min,Training/pf_action_norm_Mean,Training/pf_action_norm_Std,Training/pf_action_norm_Max,Training/pf_action_norm_Min,Training/qf1_norm_Mean,Training/qf1_norm_Std,Training/qf1_norm_Max,Training/qf1_norm_Min,Training/qf2_norm_Mean,Training/qf2_norm_Std,Training/qf2_norm_Max,Training/qf2_norm_Min,log_std/mean_Mean,log_std/mean_Std,log_std/mean_Max,log_std/mean_Min,log_std/std_Mean,log_std/std_Std,log_std/std_Max,log_std/std_Min,log_std/max_Mean,log_std/max_Std,log_std/max_Max,log_std/max_Min,log_std/min_Mean,log_std/min_Std,log_std/min_Max,log_std/min_Min,log_probs/mean_Mean,log_probs/mean_Std,log_probs/mean_Max,log_probs/mean_Min,log_probs/std_Mean,log_probs/std_Std,log_probs/std_Max,log_probs/std_Min,log_probs/max_Mean,log_probs/max_Std,log_probs/max_Max,log_probs/max_Min,log_probs/min_Mean,log_probs/min_Std,log_probs/min_Max,log_probs/min_Min,mean/mean_Mean,mean/mean_Std,mean/mean_Max,mean/mean_Min,mean/std_Mean,mean/std_Std,mean/std_Max,mean/std_Min,mean/max_Mean,mean/max_Std,mean/max_Max,mean/max_Min,mean/min_Mean,mean/min_Std,mean/min_Max,mean/min_Min
2443,3.196444272994995,490800,-4422.18864,-1003.24264,-4.54967,0.00163,3.19329,0.00145,-4085.28366,-5.27891,0.06631,-5.04239,-5.44583,0.06531,0.00037,0.06592,0.06487,0.00971,0.50674,1.44750,-1.35240,508.35942,1.08063,511.23706,505.72696,36.90708,2.04753,42.39305,31.49557,36.62151,2.30585,45.30224,32.10453,34.55113,1.20172,37.50690,30.42143,0.32069,0.17898,1.04495,0.09195,14.85279,0.44854,16.11448,13.68579,579.46422,180.31932,1255.10278,360.70578,651.88778,262.29722,1724.44324,342.67947,-1.64038,0.01335,-1.61026,-1.67082,0.21020,0.00449,0.22222,0.19865,-0.31104,0.26825,0.72050,-0.71120,-3.04545,0.27045,-2.59740,-4.20384,8.00349,0.18574,8.53133,7.50420,4.84717,0.17362,5.39634,4.45552,38.39553,6.40789,60.42274,27.42505,-4.83339,1.37446,-1.43961,-9.67815,0.05226,0.01756,0.09934,0.00934,1.03333,0.01566,1.07494,0.99629,6.19630,1.09463,12.73446,4.33315,-5.98421,1.00417,-3.98333,-12.34943
2444,3.2240350246429443,491000,-4610.24284,-1158.61527,-6.82499,0.00184,3.22091,0.00124,-5815.20700,-5.27604,0.06245,-5.11401,-5.47802,0.06510,0.00025,0.06562,0.06457,-0.11712,0.46588,1.15829,-1.39018,508.36633,1.14776,511.42880,505.37704,36.68083,2.11815,43.08927,31.24245,36.34382,2.12573,45.39784,30.74430,34.56796,1.12536,38.21619,31.24465,0.33188,0.19330,1.37952,0.10774,14.78648,0.44434,15.72922,13.51729,661.29287,284.37246,1665.68433,347.98984,581.73668,215.93814,1518.81384,330.79684,-1.63211,0.01325,-1.60938,-1.66621,0.20844,0.00477,0.21954,0.19323,-0.34785,0.23188,0.59733,-0.75399,-3.02942,0.27962,-2.58884,-4.01607,7.95707,0.17060,8.42408,7.49011,4.82318,0.15857,5.21165,4.39527,37.76703,6.94399,71.26152,27.19675,-4.69978,1.50371,-1.32773,-9.38642,0.06279,0.01648,0.10680,0.03217,1.03401,0.01498,1.07084,0.99376,6.13634,1.04416,10.90631,4.54706,-5.92130,0.94780,-3.96746,-9.59938
2445,3.2054738998413086,491200,-4621.81011,-1411.07709,-5.09764,0.00189,3.20207,0.00144,-3540.00175,-5.27543,0.05507,-5.13359,-5.43245,0.06445,0.00016,0.06466,0.06413,-0.06139,0.41833,1.24686,-1.23638,508.35356,1.07362,511.47247,505.30762,36.97170,2.21959,45.67720,32.17365,36.93730,2.09782,43.53322,31.95045,34.75325,1.11801,37.21916,32.05661,0.31186,0.16612,0.91311,0.09832,14.89493,0.44800,16.44446,13.79356,771.38675,313.86434,1757.95251,343.81293,632.18952,283.96252,1570.13770,333.47995,-1.63094,0.01019,-1.60177,-1.65024,0.20640,0.00410,0.21677,0.19677,-0.31938,0.26367,0.79301,-0.74457,-2.95245,0.23792,-2.57919,-3.86823,7.97760,0.15259,8.45494,7.54886,4.84890,0.17016,5.28215,4.38291,37.95502,6.69018,68.22090,27.10903,-4.72446,1.46787,-1.88695,-9.85769,0.06375,0.01367,0.09334,0.02961,1.03760,0.01472,1.08237,0.99372,6.36770,1.14586,11.04672,4.65647,-5.98090,0.88221,-4.42338,-8.82323
2446,3.2285244464874268,491400,-4585.39810,-922.33896,-7.18544,0.00185,3.22525,0.00135,-4958.25389,-5.28603,0.05956,-5.04763,-5.43124,0.06447,0.00024,0.06481,0.06409,0.07203,0.46605,1.12393,-1.21864,508.46545,1.05052,511.26212,504.86816,36.82388,2.20388,43.97775,31.54266,36.38044,2.27220,44.17744,30.76394,34.66180,1.13125,38.95358,32.03585,0.31887,0.16983,0.91404,0.09668,14.88754,0.47577,16.61690,13.57781,663.33478,292.70513,1905.12903,338.93954,702.69807,304.57978,1731.06909,329.41739,-1.63782,0.01447,-1.60303,-1.66940,0.21112,0.00510,0.22282,0.19889,-0.34689,0.26514,0.67410,-0.75170,-2.97538,0.24933,-2.54892,-4.30989,8.02621,0.16993,8.40961,7.55524,4.90401,0.17378,5.47609,4.37570,38.75250,6.96515,69.94905,28.93027,-4.78188,1.73529,-2.05721,-11.83189,0.06404,0.01721,0.10695,0.01305,1.03813,0.01542,1.09337,1.00129,6.33479,1.03247,9.79998,4.56864,-5.96200,0.94047,-4.37508,-9.84716
2447,3.2520930767059326,491600,-4911.42344,-1500.75739,-5.32392,0.00191,3.24861,0.00150,-7815.03729,-5.27969,0.06112,-5.13499,-5.40780,0.06420,0.00028,0.06473,0.06378,-0.07467,0.47425,1.33162,-1.24206,508.35422,1.01013,510.86417,505.51846,36.79487,2.23038,45.50923,31.86034,37.11924,2.21512,44.25765,31.79627,34.56152,1.00600,37.27374,31.90383,0.30606,0.16559,0.92363,0.10091,14.87612,0.45193,16.29419,13.49309,705.48520,276.57504,1748.61511,354.31912,611.16275,256.30072,1731.79016,335.47635,-1.62827,0.01138,-1.59742,-1.65694,0.21126,0.00356,0.21999,0.20274,-0.32039,0.25708,0.83992,-0.69980,-2.95198,0.22350,-2.59556,-3.69273,7.97274,0.17270,8.48410,7.54819,4.86814,0.18350,5.35695,4.43870,37.90826,6.36255,62.02332,27.63000,-4.67946,1.46111,-1.74285,-10.25872,0.06477,0.01478,0.10509,0.01639,1.03969,0.01603,1.07570,1.00007,6.25512,1.08174,11.14727,4.57464,-6.01409,1.03011,-4.29966,-9.24346
2448,3.4653141498565674,491800,-5054.01142,-992.58029,-6.35580,0.00172,3.46206,0.00146,-8478.86363,-5.27828,0.06202,-5.13521,-5.45153,0.06492,0.00040,0.06538,0.06397,0.09727,0.45039,1.29174,-0.96219,508.31034,0.96951,511.16885,505.66177,36.94548,2.03535,43.95518,31.01920,36.77410,2.07242,42.40163,32.38760,34.50205,1.09579,38.20159,31.80188,0.32941,0.18139,0.93287,0.10511,14.83450,0.42118,15.87816,13.89867,598.92073,221.93676,1725.99451,337.34872,535.62039,160.90562,1148.26294,341.20825,-1.63493,0.01506,-1.60493,-1.66713,0.21111,0.00542,0.22447,0.19585,-0.33537,0.24114,0.54667,-0.70059,-3.06302,0.27119,-2.58884,-3.98716,8.03542,0.16459,8.47174,7.64791,4.89265,0.16213,5.33571,4.47250,38.49501,5.97023,60.14433,25.94382,-4.76001,1.57078,-2.05150,-11.68077,0.06017,0.01414,0.09781,0.03182,1.04095,0.01435,1.08003,1.00585,6.16776,1.03248,11.97681,4.44798,-5.99188,0.85220,-4.16260,-8.98245
2449,3.277341842651367,492000,-5074.35750,-847.64197,-3.77007,0.00181,3.27396,0.00150,-4137.70058,-5.28240,0.05948,-5.14497,-5.45918,0.06427,0.00028,0.06492,0.06381,-0.12229,0.47344,1.32306,-1.34395,508.47071,1.08285,511.56958,505.96222,37.32132,2.25816,44.22902,30.90078,36.66171,2.13413,42.63470,31.22603,34.33821,1.21601,38.28667,30.66611,0.31961,0.18264,1.00856,0.10728,14.77290,0.47344,15.98444,13.57695,576.30286,244.81916,1757.83704,339.05856,590.59197,250.15411,1692.12610,324.70914,-1.62737,0.01522,-1.58384,-1.66091,0.21083,0.00474,0.22336,0.19920,-0.28083,0.22709,0.50624,-0.70352,-2.96206,0.22895,-2.55619,-3.75117,7.95537,0.17241,8.48099,7.51043,4.88489,0.16281,5.51146,4.52446,38.96027,6.58070,69.47160,27.70505,-4.73576,1.56035,-2.07831,-10.46305,0.06101,0.01694,0.11155,0.02268,1.03850,0.01419,1.09225,0.99685,6.16395,1.15612,13.81549,4.38005,-6.07920,1.30522,-4.40943,-15.84832
2450,3.115185499191284,492200,-5121.87521,-834.42556,-4.11832,0.00180,3.11183,0.00149,-4391.09924,-5.27988,0.06221,-5.06970,-5.48079,0.06346,0.00037,0.06404,0.06280,-0.04207,0.57086,1.36041,-1.40344,508.41897,1.16448,511.72409,504.41431,36.94210,1.95694,42.73569,32.62347,36.93768,2.72260,48.42433,31.59683,34.45574,1.10943,38.69750,31.94393,0.31386,0.17026,0.85669,0.07710,14.82449,0.43340,16.36077,13.81404,611.35911,252.57433,1794.23694,349.39764,760.33505,435.64314,2344.62085,337.23785,-1.63346,0.02104,-1.59205,-1.66957,0.21020,0.00512,0.22825,0.19769,-0.29425,0.25247,0.71623,-0.72620,-2.98497,0.26675,-2.50657,-4.08716,7.98459,0.20705,8.49381,7.48933,4.88840,0.18063,5.69908,4.48900,37.94699,6.21298,60.46947,26.57725,-4.77687,1.65886,-1.90145,-12.70576,0.06346,0.01785,0.10281,0.01780,1.03718,0.01554,1.08801,0.99826,6.22749,0.93417,9.90537,4.59630,-5.98866,0.91300,-4.48779,-8.82541
2451,3.0569262504577637,492400,-5046.69074,-691.74419,-4.83912,0.00185,3.05371,0.00129,-3227.66094,-5.27098,0.05829,-5.09338,-5.44238,0.06425,0.00049,0.06502,0.06353,0.19628,0.40972,1.41671,-0.96268,508.45231,1.10020,511.29523,505.62448,36.64357,1.97923,42.15551,31.44353,35.92029,2.07245,43.80371,31.13076,34.33116,1.06331,37.46951,31.75613,0.32031,0.16458,0.88439,0.09407,14.82136,0.45963,16.21364,13.75075,549.09676,157.64886,1161.90332,343.19196,734.33992,303.12501,1585.98145,336.99731,-1.63970,0.01100,-1.62031,-1.66553,0.21298,0.00382,0.22235,0.20307,-0.34498,0.25306,0.49232,-0.73556,-3.03196,0.24201,-2.64948,-4.27039,8.07146,0.14926,8.51691,7.65021,4.92266,0.15870,5.42956,4.43814,39.16550,6.56920,62.39410,28.51950,-4.62096,1.59202,-1.30478,-12.33799,0.06217,0.01683,0.10806,0.00392,1.04182,0.01348,1.07969,1.00145,6.26797,1.02090,9.80417,4.41979,-6.13156,1.37924,-4.39329,-13.77128
2452,3.0306129455566406,492600,-5171.77605,-1011.36461,-2.16732,0.00174,3.02761,0.00121,-5268.65254,-5.27234,0.06062,-5.06891,-5.42319,0.06497,0.00030,0.06544,0.06429,-0.12700,0.53756,1.35964,-1.43693,508.36552,1.02926,511.19238,505.49063,36.95111,2.11160,42.30701,32.18985,36.54058,2.15999,43.06663,31.65602,34.42652,1.12462,37.57916,31.37279,0.30567,0.14771,0.81228,0.07892,14.79953,0.46208,16.07002,13.72701,739.62960,309.58993,1703.99695,347.62976,644.60496,284.44693,1985.98340,328.12531,-1.62955,0.01701,-1.59915,-1.65879,0.20906,0.00354,0.21787,0.20054,-0.33029,0.23426,0.42030,-0.82625,-3.00274,0.27785,-2.51270,-4.42013,7.95355,0.19660,8.49666,7.47440,4.88296,0.17507,5.38286,4.44801,38.80166,6.45188,58.46662,27.02456,-4.50555,1.56022,-1.84443,-10.32058,0.06114,0.01844,0.11485,0.01855,1.03614,0.01373,1.07684,1.00371,6.18778,0.98466,10.72619,4.25112,-5.97206,0.95657,-4.13932,-9.71712
2453,3.208958387374878,492800,-5043.08806,-418.04904,-3.51415,0.00220,3.20522,0.00147,-2798.40376,-5.27552,0.05782,-5.12805,-5.42472,0.06439,0.00052,0.06523,0.06361,0.07875,0.63854,2.14329,-1.09274,508.29860,1.13831,511.16031,505.38428,36.17229,2.22458,42.19749,29.97171,36.29592,2.36898,42.63870,30.62266,34.44494,1.12825,37.34080,30.99258,0.30898,0.15450,0.85135,0.08712,14.85318,0.49444,16.26526,13.69214,640.52352,260.39773,1611.99780,326.25778,713.76931,316.14175,1806.82568,313.83582,-1.63304,0.02178,-1.59570,-1.67839,0.21109,0.00590,0.22849,0.19828,-0.34811,0.25058,0.86694,-0.74641,-2.97726,0.32249,-2.48829,-4.61408,8.02855,0.23283,8.78211,7.59975,4.92049,0.16776,5.39091,4.52603,38.73764,6.15500,60.15609,27.37067,-4.54189,1.36391,-1.79091,-7.84254,0.06598,0.01271,0.09409,0.03204,1.04224,0.01601,1.08297,1.01037,6.24272,0.97224,9.45781,4.25010,-5.98628,0.93579,-4.27675,-9.98121
2454,3.222623825073242,493000,-4891.30531,-955.09911,-4.23320,0.00181,3.21930,0.00147,-4297.37943,-5.26628,0.06368,-5.00797,-5.41850,0.06387,0.00056,0.06471,0.06306,-0.13578,0.59959,1.47472,-1.69529,508.34376,1.04690,510.87173,506.12140,36.98578,2.25362,44.03515,30.47109,36.38878,1.92470,43.74335,31.73969,34.36916,1.10486,38.95859,31.22026,0.30124,0.15767,0.93614,0.09950,14.83138,0.43433,15.86003,13.89744,632.22339,238.65194,1572.70544,347.69205,589.40536,231.84732,1664.74121,326.69260,-1.61975,0.01711,-1.58714,-1.65379,0.21012,0.00551,0.22323,0.19766,-0.29011,0.24173,0.51321,-0.77559,-2.96460,0.25422,-2.54518,-4.02834,7.95043,0.21781,8.53363,7.38127,4.92131,0.17659,5.50861,4.45067,39.08736,6.41316,60.55349,27.63644,-4.69740,1.31651,-1.55174,-8.72925,0.06498,0.01762,0.10354,0.01826,1.04491,0.01554,1.09417,0.99834,6.30492,1.08408,11.84003,4.60210,-6.11635,0.98787,-4.27543,-9.11020
2455,3.263920307159424,493200,-4967.92392,-697.58809,-4.52983,0.00188,3.26044,0.00153,-4306.18792,-5.26511,0.05715,-5.07252,-5.43740,0.06390,0.00036,0.06467,0.06333,0.17757,0.53560,1.29189,-1.43229,508.24541,1.02852,511.08810,505.31836,36.76299,2.11924,43.41339,31.97522,36.60533,2.13387,44.61444,31.42668,34.52711,1.01540,37.69530,31.55848,0.33597,0.17772,1.16352,0.10270,14.88764,0.47481,16.15680,13.55844,676.62424,282.11303,1735.12402,340.98672,638.83452,282.73953,1694.72766,324.83728,-1.63081,0.01836,-1.59436,-1.65951,0.21251,0.00453,0.22375,0.19903,-0.32242,0.24019,0.80335,-0.71744,-2.98711,0.23010,-2.57689,-4.11346,8.06461,0.19477,8.46820,7.48001,4.95994,0.16662,5.47865,4.55813,38.63971,6.31528,69.77573,28.49734,-4.60729,1.64044,-1.41360,-9.35028,0.05838,0.01292,0.09513,0.01930,1.04897,0.01498,1.07879,1.00597,6.21213,1.07404,12.39836,4.50567,-5.91505,0.84996,-4.33993,-9.83774
2456,3.1847214698791504,493400,-5170.97445,-617.89099,-3.11513,0.00181,3.18161,0.00126,-6988.75913,-5.26473,0.06695,-5.07913,-5.42909,0.06431,0.00046,0.06496,0.06359,-0.18523,0.43957,1.85470,-1.38311,508.27314,1.08302,511.17657,505.38986,37.13110,2.13017,44.30462,31.83270,36.28681,2.32654,42.93832,31.48518,34.42159,1.17569,38.04486,31.32315,0.32452,0.17051,0.96626,0.10992,14.80633,0.40243,15.89831,13.73841,634.34367,267.06927,1788.58862,337.14697,825.16546,321.66072,1559.17505,346.02704,-1.61784,0.00985,-1.59412,-1.65106,0.21274,0.00333,0.21989,0.20209,-0.33407,0.23601,0.64650,-0.72754,-2.96972,0.26140,-2.59184,-3.82672,7.93247,0.16028,8.67736,7.49547,4.89259,0.15725,5.39133,4.40078,38.11587,6.27647,62.06783,27.29341,-4.79992,1.54588,-1.97962,-10.99668,0.05966,0.01555,0.09933,0.01973,1.04387,0.01499,1.09817,0.99946,6.24663,1.02248,12.08634,4.27483,-5.99578,1.03302,-4.44761,-11.22239
2457,2.9473965167999268,493600,-4895.69825,-686.87235,-5.81525,0.00131,2.94460,0.00143,-5062.27530,-5.27761,0.05859,-5.09531,-5.41230,0.06402,0.00022,0.06446,0.06359,0.07737,0.48317,1.58072,-0.96521,508.13226,1.10595,511.31396,505.80743,37.09048,2.36477,44.09676,31.64460,36.50333,2.18221,41.72239,31.83825,34.44485,1.01574,37.11637,32.03025,0.32588,0.18087,1.00092,0.09846,14.87881,0.43656,16.24816,13.90015,721.87671,332.39058,1877.16296,334.64673,681.29953,313.78731,2065.98804,334.27451,-1.62889,0.01251,-1.60030,-1.65522,0.21073,0.00412,0.22034,0.19973,-0.36112,0.24455,1.11309,-0.79900,-2.96774,0.23994,-2.60005,-3.82590,8.02808,0.17580,8.57519,7.64801,4.92150,0.17096,5.45771,4.53643,38.53414,6.64905,66.04350,26.97520,-4.61906,1.60572,-1.72905,-11.46770,0.06416,0.01925,0.11012,0.02509,1.04483,0.01501,1.08616,1.01214,6.34247,1.08699,10.86164,4.62516,-6.09497,1.17271,-4.48054,-12.79377
2458,3.194126605987549,493800,-4575.86097,-1046.48542,-4.57467,0.00175,3.19095,0.00135,-5280.49090,-5.27620,0.05993,-5.12271,-5.42392,0.06365,0.00019,0.06426,0.06343,-0.03951,0.49491,1.09038,-1.35239,508.08583,0.99381,511.01108,505.61832,36.97150,2.05776,43.34509,32.78408,36.58122,1.93204,42.45878,30.57489,34.37154,1.05390,37.79120,31.11825,0.33846,0.18067,1.06626,0.08697,14.81008,0.44977,16.19487,13.62858,605.62521,229.37548,1588.47729,323.69156,654.97637,280.69334,1682.82971,346.59091,-1.63453,0.01390,-1.60082,-1.66160,0.20994,0.00511,0.22395,0.19826,-0.32795,0.25679,1.11566,-0.74628,-2.95399,0.23631,-2.60639,-3.98868,7.98557,0.17974,8.39561,7.50747,4.89056,0.16166,5.34709,4.47371,38.76602,6.69118,67.72923,28.50271,-4.65501,1.56600,-1.95846,-11.69282,0.06497,0.01610,0.09939,0.02157,1.03618,0.01421,1.07057,1.00102,6.30632,1.11326,11.60710,4.19815,-5.95815,0.95930,-4.44331,-9.36616
2459,3.440739631652832,494000,-4658.86048,-1048.41642,-4.20015,0.00147,3.43764,0.00156,-4967.69567,-5.27111,0.06437,-5.09683,-5.43981,0.06381,0.00032,0.06438,0.06344,-0.05043,0.46858,1.26774,-1.44522,508.09435,1.08845,510.84943,504.13242,36.40617,2.16286,46.28988,30.21938,36.63394,2.10673,42.46054,31.91498,34.44965,1.17973,38.52330,31.56121,0.33703,0.20388,1.09401,0.08596,14.82657,0.46342,16.23300,13.41597,637.04748,262.70597,1835.25085,331.43799,608.26134,244.67957,1502.52954,337.76334,-1.63156,0.01266,-1.59807,-1.65027,0.20457,0.00343,0.21300,0.19619,-0.38409,0.21186,0.37815,-0.72715,-2.99163,0.24625,-2.54378,-4.05350,7.98163,0.17043,8.46132,7.47317,4.87047,0.16171,5.34853,4.55208,37.83247,5.74703,61.46578,28.34087,-4.89596,1.68086,-1.82673,-11.36544,0.06407,0.01830,0.11442,0.01708,1.03766,0.01387,1.07424,1.00263,6.17807,0.99804,11.20793,4.58287,-5.97845,0.93165,-4.34919,-9.00840
2460,3.468374729156494,494200,-4939.24723,-1261.16323,-5.79522,0.00171,3.46504,0.00156,-7194.96666,-5.27283,0.06058,-5.11916,-5.42592,0.06413,0.00029,0.06451,0.06352,0.07400,0.43286,1.19661,-1.06487,508.08410,1.12491,511.21384,505.03815,36.93594,2.08814,43.13385,32.08368,36.51521,1.91566,42.19464,31.33868,34.43014,1.07182,37.31758,31.90935,0.30675,0.15868,0.79308,0.09863,14.85560,0.42577,16.32548,13.88168,650.22292,269.73416,1755.96155,345.45325,669.22886,267.55677,1488.64539,336.48318,-1.63418,0.01301,-1.60764,-1.66016,0.20859,0.00591,0.22106,0.19028,-0.33059,0.30481,1.50065,-0.82851,-3.05313,0.28060,-2.53877,-3.97476,8.02684,0.15759,8.43474,7.61156,4.90158,0.18461,5.52755,4.44766,37.93701,6.41485,71.86237,27.02741,-4.66774,1.48430,-1.85468,-9.72960,0.06072,0.01561,0.09685,0.02637,1.04161,0.01520,1.09180,0.99830,6.18113,1.26212,15.09466,4.41550,-6.00872,1.02489,-4.33136,-11.76820
2461,3.4215831756591797,494400,-4968.22621,-988.51420,-1.86366,0.00177,3.41853,0.00124,-3517.45077,-5.26366,0.06012,-5.10982,-5.43422,0.06384,0.00019,0.06413,0.06360,-0.02586,0.39761,0.96296,-1.02178,508.01576,1.20410,511.48145,504.96222,36.82441,2.08435,43.38641,31.64874,36.34927,2.13805,42.73360,30.75455,34.37654,1.16311,38.36479,30.97302,0.30026,0.15699,0.93783,0.07726,14.82895,0.45934,16.51352,13.51605,600.36909,226.21282,1625.03857,330.66440,626.60457,257.98112,1520.10266,341.14905,-1.63424,0.00962,-1.60601,-1.65735,0.20992,0.00455,0.22088,0.19777,-0.31395,0.25238,0.84122,-0.80012,-2.95707,0.23036,-2.51719,-4.08325,7.99058,0.14451,8.34979,7.62891,4.89514,0.15542,5.29089,4.47835,38.19878,6.52384,71.82037,26.85886,-4.81859,1.57249,-1.99836,-10.28611,0.06222,0.01720,0.10520,0.00190,1.03697,0.01401,1.07436,0.99947,6.15588,0.97164,10.62849,4.53484,-5.88679,0.97322,-4.15655,-10.48056
2462,3.2334837913513184,494600,-4945.62506,-356.25582,-3.29955,0.00170,3.23018,0.00152,-5042.64102,-5.27067,0.06515,-5.07957,-5.44970,0.06389,0.00019,0.06433,0.06365,-0.02047,0.48180,1.20477,-1.43475,508.04234,1.03988,511.11676,505.47711,36.94052,2.13825,44.67998,32.26352,36.74670,2.49589,46.59906,31.81358,34.23561,0.97968,37.63082,31.49719,0.31944,0.16709,0.87758,0.08534,14.75772,0.46918,15.95331,13.79314,620.45310,259.21640,1756.64380,346.87943,655.65069,285.13732,1608.13293,339.08167,-1.62987,0.01429,-1.59005,-1.65854,0.20952,0.00433,0.22240,0.20064,-0.29415,0.24476,0.74399,-0.68388,-2.95744,0.25344,-2.56856,-4.29145,7.99250,0.17524,8.43750,7.47709,4.91096,0.15975,5.40442,4.51785,38.28202,5.95929,57.73682,27.17187,-4.94743,1.51777,-2.09212,-10.93313,0.06142,0.01429,0.10008,0.02756,1.04134,0.01400,1.07845,1.00391,6.29702,1.20260,14.03321,4.46547,-5.94174,0.89715,-4.45680,-9.58671
2463,3.2591168880462646,494800,-5117.37962,-758.50170,-4.93289,0.00176,3.25585,0.00144,-4515.94942,-5.26795,0.06280,-5.06179,-5.42089,0.06365,0.00014,0.06380,0.06341,-0.01031,0.47779,1.46443,-1.01428,508.04605,1.01706,511.07697,505.80582,36.46291,2.07594,41.20467,31.54093,36.37713,1.91709,41.77425,31.84769,34.18796,1.08900,37.98184,31.57926,0.31194,0.17194,0.87917,0.08881,14.77131,0.42083,16.28858,13.60052,626.26670,230.88217,1435.05139,339.94058,594.65456,227.11463,1696.23291,314.19666,-1.63758,0.01130,-1.61459,-1.66316,0.21475,0.00583,0.23030,0.20314,-0.33902,0.24025,1.25950,-0.70930,-2.96145,0.26160,-2.56891,-4.33145,7.99622,0.17345,8.53096,7.63162,4.87254,0.17137,5.41578,4.47370,37.74265,5.99536,61.19842,28.13894,-4.73626,1.65487,-1.63895,-11.23481,0.06103,0.01347,0.09407,0.03122,1.03517,0.01509,1.08090,0.99863,6.17895,1.25924,15.97502,4.28147,-5.90039,0.80629,-4.37278,-8.53947
2464,3.231804847717285,495000,-5042.43559,-1108.26577,-2.72373,0.00158,3.22893,0.00123,-3547.93913,-5.25964,0.06397,-5.08052,-5.44942,0.06395,0.00024,0.06438,0.06352,0.02361,0.52094,1.37305,-1.41852,508.02849,1.20620,511.29376,504.83273,36.43352,2.18531,41.77314,31.15092,36.19891,2.10943,42.38441,30.57561,34.16684,1.11885,37.61890,31.33086,0.31775,0.16537,0.87289,0.06456,14.69684,0.41334,16.17481,13.61485,679.60715,291.19447,1819.55676,327.19531,670.52029,291.64783,1670.22375,340.10059,-1.63191,0.01683,-1.58818,-1.66352,0.21329,0.00512,0.22813,0.20138,-0.32944,0.24744,0.58362,-0.77806,-3.00451,0.26408,-2.58061,-3.99325,8.00851,0.18946,8.50020,7.48455,4.90820,0.18079,5.40567,4.47791,37.91355,6.16151,61.75281,27.92657,-4.91379,1.58486,-2.01893,-10.61928,0.07024,0.01253,0.10457,0.03145,1.04055,0.01668,1.09478,0.99767,6.13714,0.93345,9.43664,4.52364,-5.86198,0.92964,-4.29206,-10.12540
2465,3.4228804111480713,495200,-4975.56166,-734.57445,-2.91918,0.00219,3.41913,0.00149,-3637.44862,-5.26697,0.05721,-5.09939,-5.46944,0.06369,0.00022,0.06400,0.06324,0.03597,0.50361,1.58886,-1.39970,508.11877,1.18721,511.07681,504.78403,36.55593,2.16918,46.52199,30.09328,36.26706,1.99041,41.79550,31.46933,34.26218,1.25133,38.67855,30.44568,0.33673,0.16136,0.80691,0.10015,14.75373,0.46377,16.27684,13.65947,622.09996,242.87372,1682.79785,333.62463,736.32633,330.91707,1833.32312,315.27832,-1.63309,0.01233,-1.60684,-1.66949,0.21006,0.00371,0.21980,0.20113,-0.34575,0.26881,1.18054,-0.75744,-2.97129,0.24077,-2.58641,-3.91910,8.01302,0.18282,8.57586,7.49239,4.91043,0.16339,5.40109,4.45547,38.40377,6.38835,72.33571,28.04425,-4.72127,1.40980,-1.79760,-10.88441,0.06479,0.01895,0.11801,0.02779,1.04033,0.01484,1.07958,0.99896,6.10306,0.92805,9.28447,4.34440,-5.97895,0.85974,-4.31775,-9.17756
2466,3.3422303199768066,495400,-4861.31443,-618.45875,-3.23354,0.00216,3.33876,0.00127,-5846.28684,-5.27122,0.06387,-5.07334,-5.44334,0.06398,0.00035,0.06437,0.06346,-0.07098,0.47269,1.03707,-1.07956,508.03523,1.04007,511.00635,505.38892,37.06530,2.30683,47.21283,30.89947,36.35889,2.23089,42.05087,30.96276,34.22483,1.12349,37.13007,30.82718,0.29523,0.14771,0.88481,0.07032,14.80385,0.42681,16.26773,13.64203,658.20581,298.62196,1630.70923,357.04736,618.80213,262.24024,1525.02698,334.72134,-1.62579,0.01266,-1.60380,-1.65257,0.21392,0.00625,0.22698,0.19612,-0.35274,0.22648,0.81590,-0.80082,-2.97324,0.24836,-2.57874,-3.96292,7.97416,0.17195,8.37743,7.60772,4.91216,0.16636,5.44322,4.49975,38.72627,6.38720,60.48087,27.74964,-4.56826,1.52778,-1.91952,-9.90869,0.05836,0.01702,0.10752,0.01402,1.04308,0.01506,1.08399,1.00220,6.19705,1.11572,12.57168,4.39314,-6.11548,1.18137,-4.32631,-13.57534
