EPOCH,Time Consumed,Total Frames,Running_Average_Rewards,Train_Epoch_Reward,Running_Training_Average_Rewards,Explore_Time,Train___Time,Eval____Time,jump_eval_rewards,Reward_Mean_Mean,Reward_Mean_Std,Reward_Mean_Max,Reward_Mean_Min,Alpha_Mean,Alpha_Std,Alpha_Max,Alpha_Min,Alpha_loss_Mean,Alpha_loss_Std,Alpha_loss_Max,Alpha_loss_Min,Training/policy_loss_Mean,Training/policy_loss_Std,Training/policy_loss_Max,Training/policy_loss_Min,Training/qf1_loss_Mean,Training/qf1_loss_Std,Training/qf1_loss_Max,Training/qf1_loss_Min,Training/qf2_loss_Mean,Training/qf2_loss_Std,Training/qf2_loss_Max,Training/qf2_loss_Min,Training/pf_state_norm_Mean,Training/pf_state_norm_Std,Training/pf_state_norm_Max,Training/pf_state_norm_Min,Training/pf_task_norm_Mean,Training/pf_task_norm_Std,Training/pf_task_norm_Max,Training/pf_task_norm_Min,Training/pf_action_norm_Mean,Training/pf_action_norm_Std,Training/pf_action_norm_Max,Training/pf_action_norm_Min,Training/qf1_norm_Mean,Training/qf1_norm_Std,Training/qf1_norm_Max,Training/qf1_norm_Min,Training/qf2_norm_Mean,Training/qf2_norm_Std,Training/qf2_norm_Max,Training/qf2_norm_Min,log_std/mean_Mean,log_std/mean_Std,log_std/mean_Max,log_std/mean_Min,log_std/std_Mean,log_std/std_Std,log_std/std_Max,log_std/std_Min,log_std/max_Mean,log_std/max_Std,log_std/max_Max,log_std/max_Min,log_std/min_Mean,log_std/min_Std,log_std/min_Max,log_std/min_Min,log_probs/mean_Mean,log_probs/mean_Std,log_probs/mean_Max,log_probs/mean_Min,log_probs/std_Mean,log_probs/std_Std,log_probs/std_Max,log_probs/std_Min,log_probs/max_Mean,log_probs/max_Std,log_probs/max_Max,log_probs/max_Min,log_probs/min_Mean,log_probs/min_Std,log_probs/min_Max,log_probs/min_Min,mean/mean_Mean,mean/mean_Std,mean/mean_Max,mean/mean_Min,mean/std_Mean,mean/std_Std,mean/std_Max,mean/std_Min,mean/max_Mean,mean/max_Std,mean/max_Max,mean/max_Min,mean/min_Mean,mean/min_Std,mean/min_Max,mean/min_Min
94,3.149564743041992,21000,-5887.53888,-1219.34271,-6.97558,0.00168,3.14666,0.00118,-7022.32306,-5.45348,0.04045,-5.33714,-5.56091,0.23416,0.00176,0.23873,0.23142,0.25493,0.37389,1.06090,-0.91053,12.00016,3.56838,19.71264,-1.20519,77.82344,7.20058,96.77203,57.04907,64.28118,6.70908,88.45524,49.63692,73.55889,4.12557,88.92361,62.44238,0.14137,0.05528,0.34684,0.04854,14.86760,1.68991,19.47632,11.70503,5404.19733,977.59830,8070.04980,3046.68018,4214.33036,1053.78536,6995.19141,1798.49658,-1.59088,0.03595,-1.49378,-1.67195,0.43758,0.00576,0.45357,0.42178,0.42950,0.20358,1.28182,0.12503,-2.93137,0.15784,-2.70418,-3.61449,8.17605,0.25777,8.73521,7.37379,3.37439,0.07426,3.61784,3.18144,22.53455,2.16164,32.18803,18.73052,-4.14657,1.75704,-1.14158,-12.43019,-0.00139,0.01840,0.05182,-0.04779,1.05933,0.01107,1.08924,1.03104,4.22475,0.59693,6.32743,3.45108,-4.35566,0.38199,-3.53366,-5.14316
95,3.1204416751861572,21200,-6082.90920,-1615.03917,-9.29487,0.00150,3.11741,0.00147,-6514.99373,-5.44729,0.04374,-5.31774,-5.57647,0.24384,0.00279,0.24943,0.23881,0.32924,0.24443,1.10583,-0.21040,6.22332,3.53200,13.72618,-5.31115,79.87075,8.79138,119.61438,61.42257,66.10174,8.21666,101.36925,47.81134,77.16269,4.89299,92.68839,65.94566,0.13151,0.04469,0.32722,0.05317,15.51628,1.61603,20.81336,11.92558,5385.43873,1225.08366,9645.63770,2841.94971,4167.30322,1176.90638,6829.94629,1607.27051,-1.59494,0.01793,-1.55282,-1.64865,0.43797,0.00508,0.45133,0.42363,0.43830,0.19185,1.28056,0.13479,-2.95360,0.13970,-2.73347,-3.57202,8.23353,0.17327,8.77363,7.85216,3.39803,0.08708,3.66187,3.19085,23.16634,2.40137,31.72584,18.91597,-3.73584,1.58586,-0.77531,-11.89237,-0.00074,0.01980,0.04928,-0.04955,1.06372,0.01018,1.09248,1.03672,4.15156,0.51618,5.89816,3.39131,-4.38218,0.35136,-3.61696,-5.12856
96,3.124603033065796,21400,-6023.83188,-1270.75358,-6.53436,0.00161,3.12145,0.00147,-6463.13257,-5.46133,0.04516,-5.35278,-5.58546,0.25274,0.00159,0.25520,0.24951,0.14653,0.32635,0.95010,-0.59025,1.72942,3.23236,11.71730,-6.55280,82.03719,9.81972,114.75156,62.53238,68.15862,7.40142,96.09350,51.24811,80.75441,4.75269,96.70220,69.78110,0.15163,0.06143,0.41661,0.04250,16.39520,1.70537,22.20986,12.50783,5204.48008,1722.16750,10607.42773,2252.61548,4499.43761,1239.50867,8187.49951,2029.24084,-1.57362,0.03184,-1.51023,-1.65826,0.43199,0.00497,0.44322,0.41910,0.45529,0.20616,1.02827,0.04848,-2.92418,0.14574,-2.70417,-3.45694,8.10640,0.23725,8.69374,7.57247,3.39210,0.07739,3.63263,3.19474,23.02441,2.50962,32.99282,18.84362,-4.40596,1.80676,-1.05039,-9.93702,0.00024,0.02312,0.06448,-0.05441,1.06753,0.01064,1.09712,1.03369,4.26036,0.61927,6.15735,3.42862,-4.35500,0.34303,-3.57015,-5.23738
97,3.165508270263672,21600,-6082.10594,-1079.08499,-5.27862,0.00182,3.16215,0.00147,-7147.28250,-5.46328,0.03758,-5.34889,-5.56106,0.25846,0.00218,0.26233,0.25523,0.19100,0.26406,0.91570,-0.45215,-3.19380,3.73376,5.15658,-13.73106,85.26655,7.39452,111.57137,70.76937,69.04514,6.21151,85.94830,55.23692,82.13196,4.85453,100.98405,70.46533,0.15204,0.05734,0.43946,0.06122,16.50269,1.91662,25.20917,12.76629,6130.47859,1066.80070,9366.83984,3250.09302,4641.49911,1173.79747,7130.12695,2208.63477,-1.56977,0.02612,-1.48886,-1.63121,0.42968,0.00506,0.44363,0.41550,0.43400,0.17388,1.00830,0.08741,-2.90619,0.17375,-2.65834,-3.63795,8.14118,0.19531,8.67424,7.66652,3.41010,0.08321,3.66341,3.13952,23.32507,2.38838,31.64042,18.71023,-3.97403,1.62552,-0.91035,-10.87254,-0.00169,0.01926,0.04126,-0.06087,1.07236,0.01182,1.11328,1.04630,4.24371,0.52339,5.98657,3.49762,-4.42001,0.40831,-3.64574,-5.47687
98,2.69950270652771,21800,-6076.26140,-1339.62470,-6.73327,0.00183,2.69641,0.00122,-4864.49404,-5.48156,0.04336,-5.37450,-5.61306,0.26685,0.00253,0.27134,0.26236,0.21770,0.24146,0.80791,-0.52187,-7.59154,3.61712,3.48772,-17.29164,87.60510,8.76693,110.85122,64.62688,70.80187,6.13837,95.58019,56.65421,86.37967,5.40300,101.61969,73.44358,0.15556,0.06502,0.49114,0.06818,17.68577,2.01347,23.52058,13.07827,6203.73845,1349.10805,9909.66211,2783.21997,5108.58111,903.59777,7284.08691,2790.05859,-1.56570,0.02303,-1.50677,-1.63201,0.43018,0.00513,0.44529,0.41882,0.47949,0.18749,1.02035,0.10309,-2.92061,0.14146,-2.68137,-3.68714,8.16463,0.18303,8.61728,7.60480,3.43049,0.08780,3.68956,3.22350,23.37960,2.55889,33.13258,19.49992,-4.00823,1.53269,-1.17174,-8.79816,-0.00105,0.02207,0.05640,-0.05749,1.07806,0.01205,1.10486,1.04307,4.39968,0.56903,6.37820,3.55666,-4.35265,0.40918,-3.47262,-5.56641
99,2.698150396347046,22000,-6219.52044,-1142.46977,-5.80641,0.00181,2.69480,0.00148,-7898.74623,-5.48872,0.04502,-5.36547,-5.61009,0.27514,0.00203,0.27873,0.27137,0.17438,0.24545,0.78494,-0.47601,-12.93748,3.61834,-4.53668,-23.66764,90.95928,10.04887,136.32375,72.80096,77.83468,7.74478,104.67493,59.13234,88.04322,5.34178,109.27815,76.42683,0.15322,0.06003,0.36128,0.05961,17.57082,1.90904,23.04070,13.36667,6136.64344,1653.24508,11060.93262,2719.40186,5088.28386,941.01297,8015.59814,2801.90308,-1.55962,0.02252,-1.50457,-1.61686,0.42962,0.00428,0.44115,0.41869,0.48599,0.18847,1.22914,0.13750,-2.91432,0.19402,-2.68143,-3.60843,8.13507,0.19024,8.61224,7.63197,3.43702,0.08504,3.66574,3.19839,23.67252,2.56613,34.05186,19.33410,-4.10147,1.61470,-1.00427,-9.31957,-0.00291,0.01967,0.04810,-0.06248,1.08072,0.01094,1.11387,1.05254,4.54235,0.74221,6.57210,3.59483,-4.44222,0.41998,-3.49941,-5.64667
100,3.3705954551696777,22200,-6070.29797,-1498.68876,-7.73850,0.00225,3.36674,0.00153,-5893.42849,-5.49290,0.04365,-5.35991,-5.62553,0.28149,0.00107,0.28322,0.27880,0.08384,0.24856,0.78842,-0.66937,-17.82824,3.87585,-9.44760,-28.20623,96.35210,9.76817,133.32718,75.31802,81.58432,7.91126,104.44845,63.76483,90.56036,5.63908,106.36845,79.82561,0.15876,0.06363,0.35901,0.05699,18.30973,1.92604,23.26031,13.44077,6706.54128,1218.26119,10214.71289,3960.02319,5069.34021,861.93418,7135.08350,3228.64453,-1.54901,0.02651,-1.48515,-1.62614,0.42386,0.00491,0.43597,0.40865,0.47785,0.22759,1.16527,0.11560,-2.88003,0.17307,-2.59778,-3.64506,8.06603,0.19586,8.61899,7.47085,3.44121,0.08940,3.66304,3.17966,23.37053,2.33630,31.19964,18.96228,-4.41234,1.92358,-0.70383,-13.58744,0.00088,0.02078,0.06754,-0.05113,1.08152,0.01158,1.11823,1.04985,4.55538,0.67569,6.42738,3.46518,-4.35267,0.36036,-3.72135,-5.52256
101,3.219317674636841,22400,-6072.51963,-1162.17292,-6.18129,0.00179,3.21592,0.00154,-5199.07628,-5.47507,0.04305,-5.35824,-5.58488,0.28544,0.00095,0.28672,0.28324,0.06809,0.37039,0.91598,-0.83185,-23.43655,3.31998,-13.89876,-32.07746,98.78338,11.33509,154.57764,76.58401,82.73163,10.98935,129.77403,64.59654,92.32336,5.12614,107.62408,81.54953,0.17638,0.08316,0.49065,0.07148,19.25970,1.99382,24.98754,14.87615,6470.73913,1741.86376,11177.02539,2346.54443,4764.22158,1657.45325,10283.97168,2147.55444,-1.53571,0.03951,-1.43472,-1.63693,0.42345,0.00458,0.43447,0.41268,0.49858,0.23551,1.29314,0.09360,-2.87025,0.15590,-2.62185,-3.81185,8.05418,0.29557,8.72973,7.33486,3.46840,0.08623,3.74587,3.21305,23.35965,2.25015,30.81131,18.56789,-4.19770,1.51804,-0.57520,-8.63320,0.00190,0.02399,0.07576,-0.08291,1.09029,0.01077,1.11919,1.06313,4.51570,0.56970,6.50709,3.53299,-4.41988,0.44261,-3.71034,-5.89735
102,3.358957052230835,22600,-6145.08763,-1262.41731,-6.65056,0.00168,3.35568,0.00153,-5785.47449,-5.46945,0.04273,-5.33093,-5.61564,0.29095,0.00281,0.29624,0.28675,0.18842,0.31510,1.03807,-0.64093,-28.72752,4.44667,-18.83614,-40.34196,97.77642,11.42137,138.50549,75.87865,80.29175,8.17565,105.36517,59.12054,93.17670,5.62838,113.20257,82.08069,0.18915,0.08440,0.48107,0.07839,19.08303,2.08541,26.20583,15.45065,6518.47276,1914.23666,11850.65234,2814.23071,5141.15671,1242.04384,8094.62061,2088.67651,-1.54895,0.03143,-1.46681,-1.64198,0.42203,0.00455,0.43354,0.41061,0.43171,0.23200,1.42677,0.06327,-2.86436,0.12282,-2.56915,-3.24576,8.15269,0.25547,8.84395,7.47795,3.46058,0.08686,3.67304,3.25683,23.47449,2.39108,31.70871,19.68848,-4.08723,1.69290,-1.13011,-11.05480,0.00458,0.02140,0.06069,-0.04185,1.08924,0.01083,1.12290,1.05657,4.45519,0.58744,6.65270,3.50741,-4.43276,0.46110,-3.53808,-5.60261
103,3.3530945777893066,22800,-6155.69389,-650.12016,-2.75837,0.00197,3.34957,0.00148,-4767.98748,-5.46019,0.04365,-5.36463,-5.60048,0.29984,0.00138,0.30198,0.29629,0.10704,0.24730,0.74022,-0.62852,-33.18824,4.08768,-23.30400,-44.55909,98.11148,11.81371,135.51765,70.39603,80.13989,8.08913,100.97522,59.51699,94.10609,5.50464,110.81374,83.58704,0.17842,0.08266,0.73025,0.06780,19.76224,2.03983,25.84565,15.65808,6338.51755,1830.42306,11597.92676,2270.86963,5274.86281,1173.18883,8521.00000,2124.78540,-1.54084,0.02564,-1.47134,-1.60309,0.42040,0.00550,0.43298,0.40624,0.50662,0.26672,1.54607,0.08570,-2.85286,0.12929,-2.58147,-3.34647,8.08863,0.20512,8.61601,7.47806,3.44923,0.07950,3.69429,3.24115,23.25952,2.18199,31.14314,18.61711,-4.25880,1.63186,-1.35676,-10.54598,0.00502,0.02417,0.06737,-0.05750,1.08811,0.01075,1.11280,1.06085,4.43673,0.53177,6.45069,3.47992,-4.36384,0.43443,-3.48336,-6.24918
104,3.3240280151367188,23000,-5865.69338,-1013.99183,-4.72669,0.00168,3.32105,0.00125,-4122.31795,-5.46938,0.04954,-5.34207,-5.63267,0.30173,0.00029,0.30219,0.30120,-0.01559,0.25200,0.62930,-0.68037,-38.71872,3.64780,-28.66674,-48.63435,99.46222,10.89415,142.95840,79.36510,80.77205,9.45667,111.44273,64.49617,98.02096,5.75445,116.31293,84.47401,0.19581,0.08659,0.50690,0.07375,20.78621,2.42876,31.27258,16.55252,6106.13816,1929.86875,10751.99609,2955.64771,4303.44309,1537.80486,8731.19922,2277.98022,-1.53016,0.02742,-1.45835,-1.59485,0.41655,0.00508,0.43289,0.40242,0.48917,0.23167,1.28659,0.13393,-2.84481,0.15152,-2.62007,-3.44248,7.98694,0.21030,8.52478,7.43198,3.44267,0.09766,3.72607,3.17040,23.78998,2.69213,32.59746,18.76380,-3.87446,1.54657,-0.56537,-8.89348,0.00222,0.02191,0.06482,-0.05195,1.08636,0.01224,1.12081,1.05745,4.60897,0.64156,7.12063,3.67140,-4.45374,0.48839,-3.47755,-5.80463
105,3.303511381149292,23200,-5757.28515,-766.65828,-3.39647,0.00183,3.30010,0.00151,-5430.91145,-5.47456,0.04339,-5.36567,-5.59251,0.30504,0.00282,0.31064,0.30145,0.16887,0.31765,0.93599,-0.71826,-44.52171,4.87324,-31.11599,-59.36282,101.17600,10.85355,142.24927,77.79010,82.28980,7.22511,102.80924,62.59775,99.11769,5.75460,116.74229,85.48956,0.19307,0.08870,0.45576,0.07071,20.17820,2.02263,27.29682,15.74347,7223.55227,1557.19653,12576.08301,3345.30225,5637.18895,931.72756,7799.35693,3153.04199,-1.54688,0.03400,-1.46370,-1.61498,0.41337,0.00462,0.42789,0.40034,0.43662,0.24422,1.30732,0.05297,-2.84084,0.15300,-2.59057,-3.42372,8.14250,0.26746,8.79362,7.40060,3.46103,0.09005,3.70383,3.23047,24.14967,2.60754,34.15178,19.02060,-4.11910,1.60667,-0.47242,-9.01533,0.00316,0.01970,0.06070,-0.04279,1.09047,0.01133,1.12320,1.06077,4.68410,0.65274,6.68664,3.57418,-4.49281,0.50933,-3.61313,-6.03359
106,3.4898715019226074,23400,-5784.56078,-1309.00808,-7.65623,0.00164,3.48700,0.00119,-6735.88886,-5.48409,0.04217,-5.33892,-5.60287,0.31200,0.00082,0.31363,0.31061,-0.02111,0.27036,0.89104,-0.76799,-49.66916,3.99499,-39.45018,-60.70035,106.26306,10.88273,139.42960,83.01544,88.01155,9.17746,117.43502,68.31400,100.36836,6.57961,121.25359,83.63734,0.21730,0.10625,0.71592,0.06605,20.39493,2.01536,27.82212,16.00857,6900.50173,1561.00739,11692.21777,3133.58276,5442.31371,1093.58229,8915.80957,3046.08960,-1.53270,0.02921,-1.47251,-1.61252,0.40957,0.00487,0.42388,0.39637,0.39936,0.22924,1.38097,0.03245,-2.82513,0.16581,-2.56746,-3.57094,7.98184,0.23235,8.76711,7.33812,3.45200,0.08309,3.70967,3.24360,23.68246,2.50247,33.02656,19.07748,-4.29653,1.78368,-0.57535,-11.80963,0.00018,0.02283,0.07197,-0.05455,1.08554,0.01080,1.11281,1.05674,4.56538,0.61020,6.31767,3.55405,-4.43946,0.43642,-3.52451,-6.01760
107,3.403211832046509,23600,-5542.19505,-1339.96441,-6.88014,0.00138,3.40026,0.00151,-4723.62525,-5.48521,0.04381,-5.34253,-5.59103,0.30829,0.00106,0.31054,0.30625,-0.05577,0.23899,0.66728,-0.54140,-54.96953,4.00933,-42.33323,-65.35676,105.21234,9.89157,137.81906,82.99064,89.26779,10.88925,120.80688,65.58783,102.04720,6.74079,130.43108,90.38447,0.19749,0.08764,0.51946,0.08117,21.31537,2.49058,28.85422,15.79059,6986.79156,1352.28108,10483.89648,3863.12842,5373.71573,1535.09497,10115.40234,2061.41943,-1.53159,0.02590,-1.47457,-1.60083,0.40369,0.00438,0.41594,0.39346,0.40160,0.18857,1.00882,-0.04130,-2.78664,0.12090,-2.57439,-3.28285,7.95251,0.20308,8.56704,7.54077,3.45446,0.08804,3.65919,3.18963,24.00557,2.61868,33.49396,19.52644,-4.23859,1.70288,-1.23137,-12.55619,-0.00412,0.01840,0.03870,-0.07209,1.08281,0.01147,1.11014,1.05329,4.56062,0.53938,6.51662,3.66109,-4.43545,0.42442,-3.69094,-5.58669
108,2.982523202896118,23800,-5589.90434,-1405.96314,-7.45320,0.00139,2.97960,0.00146,-5341.58690,-5.49595,0.04399,-5.35770,-5.60543,0.30534,0.00077,0.30666,0.30407,-0.03274,0.25244,0.81147,-0.66955,-60.09847,3.92344,-50.44918,-70.84719,104.12590,10.89697,148.41853,85.49029,88.94369,9.71989,123.05489,66.15664,101.11573,5.98714,121.18075,88.55011,0.22203,0.10676,0.65026,0.08451,20.61923,2.14227,28.51258,15.85026,6211.38604,1756.17706,10102.99805,2407.85400,5264.71105,1240.56780,8628.34570,2724.63721,-1.53099,0.02625,-1.45107,-1.59157,0.40326,0.00502,0.41606,0.38766,0.39232,0.22055,1.12131,-0.09720,-2.77482,0.12612,-2.56711,-3.28986,7.97232,0.21283,8.68375,7.43376,3.45277,0.08503,3.69694,3.24329,23.96626,2.60225,32.57358,18.86792,-4.16220,1.86396,-1.07663,-12.08036,-0.00728,0.01800,0.05288,-0.06144,1.08588,0.01139,1.11714,1.05617,4.51630,0.49166,5.95429,3.63417,-4.43547,0.47825,-3.60935,-6.39528
109,3.327632427215576,24000,-5376.89193,-938.56845,-4.27290,0.00153,3.32485,0.00121,-5768.62213,-5.49337,0.04329,-5.34781,-5.62228,0.30430,0.00027,0.30498,0.30356,-0.00408,0.31789,0.80826,-1.08149,-64.54913,3.43897,-55.48455,-74.31368,103.58797,9.71486,129.50296,80.40752,84.05300,8.77080,120.95837,68.33927,99.95857,5.20225,113.47286,88.71735,0.21211,0.11300,0.73210,0.06987,20.80468,2.33003,29.43443,15.96726,6801.01997,1246.84688,10090.33398,3595.84937,4319.89784,1365.61677,8212.00488,2068.69531,-1.53251,0.03086,-1.44469,-1.59812,0.39930,0.00550,0.41496,0.38761,0.38050,0.16578,0.93479,0.05291,-2.77475,0.15892,-2.50197,-3.34201,7.99648,0.26724,8.67922,7.08950,3.46058,0.08713,3.76900,3.22803,23.94305,2.68324,32.50639,18.74326,-4.37401,1.77157,-1.05760,-10.76943,-0.00826,0.02037,0.05316,-0.06315,1.08709,0.01260,1.12300,1.04474,4.61640,0.54287,5.91448,3.66501,-4.44297,0.41492,-3.68781,-5.73027
110,3.1072840690612793,24200,-5619.30267,-1334.43127,-6.22120,0.00191,3.10395,0.00138,-8317.53592,-5.49876,0.04505,-5.35868,-5.63386,0.30362,0.00035,0.30418,0.30292,-0.00725,0.30032,0.85509,-0.73621,-68.78573,3.85279,-59.62794,-78.45116,100.61301,10.70045,140.26472,81.40462,85.99022,9.98957,120.69690,61.62251,103.21578,7.09470,127.70189,87.17448,0.21404,0.11559,0.72318,0.06824,21.08805,2.22783,30.69831,16.39489,6061.96770,1692.53114,10576.93555,3055.30371,5177.32852,1246.66136,8025.90186,2240.22510,-1.52618,0.03178,-1.43262,-1.61277,0.39889,0.00539,0.41076,0.38454,0.42291,0.18489,1.04379,0.06724,-2.77280,0.15293,-2.49171,-3.35546,7.99384,0.25181,8.71610,7.38222,3.46289,0.09521,3.76515,3.23284,24.29356,2.74495,33.81311,19.34061,-3.89724,1.70479,-0.68465,-11.21628,-0.00385,0.02205,0.05602,-0.05565,1.09158,0.01233,1.12267,1.06530,4.50214,0.49132,6.12619,3.61203,-4.42423,0.40293,-3.62548,-5.63171
111,2.8152859210968018,24400,-5572.54304,-1123.97547,-5.65899,0.00169,2.81204,0.00149,-4731.48001,-5.51590,0.04532,-5.37685,-5.67632,0.30271,0.00059,0.30385,0.30186,-0.02453,0.23962,0.62134,-0.75965,-73.99469,4.15636,-63.38548,-85.25098,100.66555,9.19882,131.50040,80.98547,86.14439,12.39091,126.56817,65.83492,101.51733,6.07223,120.42414,88.53275,0.22996,0.11101,0.59337,0.07177,21.07745,1.95822,28.03113,15.94572,6318.64865,1220.93602,9096.27539,2864.14282,4633.26803,1602.00674,9297.23145,2079.60107,-1.51624,0.02581,-1.45082,-1.58400,0.39658,0.00560,0.40907,0.38099,0.41230,0.18104,1.00697,0.07286,-2.73260,0.11441,-2.51745,-3.16253,7.97940,0.20058,8.51961,7.36233,3.48538,0.08920,3.69881,3.28469,24.25104,2.58363,32.25764,18.96420,-4.06913,1.61357,-1.00530,-10.47675,-0.00414,0.02065,0.05510,-0.05308,1.09766,0.01128,1.13311,1.06893,4.56702,0.48309,5.90334,3.73134,-4.51221,0.40827,-3.68107,-5.59360
112,3.1909024715423584,24600,-5541.82624,-1358.20632,-7.54734,0.00194,3.18742,0.00148,-5478.30646,-5.53292,0.04006,-5.41193,-5.62753,0.30121,0.00085,0.30244,0.29990,-0.04636,0.24370,0.57859,-0.82396,-77.00698,3.39878,-69.01581,-85.86674,100.86519,11.36570,152.20227,77.50956,82.67436,11.03014,128.18993,63.05994,100.94510,5.62633,123.09177,88.68089,0.23236,0.11870,0.57464,0.07814,20.75273,1.78858,26.04373,17.20367,6095.07990,1627.25297,10825.86230,2451.63940,4125.52169,1439.76574,8826.56543,1924.20605,-1.51154,0.02715,-1.42618,-1.56739,0.39505,0.00401,0.40464,0.38574,0.38893,0.17408,0.87685,0.08720,-2.71701,0.13326,-2.52071,-3.18782,7.96133,0.20297,8.48092,7.31465,3.50331,0.08598,3.74035,3.24513,24.35916,2.93961,36.39526,19.87269,-4.12852,1.53702,-0.61361,-8.89650,-0.00294,0.02361,0.05958,-0.05448,1.09936,0.01256,1.13112,1.06808,4.57641,0.50203,5.83990,3.74148,-4.53223,0.37321,-3.63116,-5.59901
113,3.089301824569702,24800,-5816.56437,-1402.30629,-8.77733,0.00196,3.08575,0.00152,-7515.36879,-5.52812,0.04362,-5.41431,-5.65074,0.29736,0.00125,0.29986,0.29555,-0.04855,0.29246,0.63405,-0.73138,-80.49434,3.66981,-71.50517,-89.20773,97.48812,11.07154,128.95287,76.80607,83.53993,10.24167,115.73816,63.30738,101.18328,6.00146,117.52325,85.40439,0.24933,0.12908,0.68757,0.07230,21.48415,2.34252,29.17520,15.87060,5510.44458,1496.18203,9596.44141,2129.40576,4920.33561,1222.16526,8012.54883,2395.82983,-1.50093,0.02703,-1.43938,-1.56975,0.39246,0.00483,0.40433,0.37786,0.38290,0.17532,0.92287,0.00274,-2.66920,0.10269,-2.47809,-2.98968,7.95980,0.24088,8.52018,7.39864,3.55243,0.09396,3.76413,3.26679,24.83993,2.99155,33.34452,20.36717,-4.06273,1.42263,-0.98710,-9.43136,-0.00329,0.02270,0.04389,-0.06346,1.10840,0.01330,1.14573,1.07876,4.51440,0.47961,6.08107,3.62038,-4.60864,0.37764,-3.68652,-5.59465
114,3.1998660564422607,25000,-5956.13857,-1361.71146,-6.78125,0.00157,3.19671,0.00152,-5518.05994,-5.53579,0.04171,-5.42342,-5.63699,0.29427,0.00136,0.29645,0.29235,-0.05622,0.25239,0.81576,-0.60676,-83.50472,3.44892,-72.85763,-92.69667,93.79725,9.09937,121.70984,72.33628,78.73447,8.36797,104.16726,58.61860,99.56164,5.26313,115.82482,85.73332,0.20959,0.11440,0.66067,0.06277,20.63238,2.03407,26.70174,15.29481,5764.56742,1395.69909,9840.18848,2718.43604,4420.08625,1195.33932,7627.68408,1851.46265,-1.49881,0.02456,-1.43890,-1.57798,0.39377,0.00484,0.41142,0.38316,0.37817,0.19698,1.11270,0.02204,-2.68728,0.13116,-2.48710,-3.25278,7.95389,0.20616,8.66339,7.50457,3.54925,0.09149,3.77994,3.30598,24.86637,2.68294,33.56709,19.15440,-4.35568,1.89243,-0.67698,-11.94337,-0.00642,0.02173,0.04911,-0.06390,1.10967,0.01194,1.13929,1.08140,4.51515,0.50374,6.04610,3.69901,-4.62379,0.38802,-3.79138,-5.70902
115,3.20839524269104,25200,-6125.73603,-1095.20842,-5.42399,0.00192,3.20495,0.00146,-7126.88606,-5.53138,0.04435,-5.41930,-5.66678,0.29217,0.00096,0.29339,0.29065,-0.03383,0.26473,0.60853,-0.72993,-87.22410,3.82048,-76.72260,-96.71151,91.25105,9.50507,121.84649,73.48262,79.56346,9.61379,108.27952,61.09448,100.19406,5.22350,119.24821,87.72560,0.23393,0.13217,0.90419,0.05557,21.31297,2.20982,29.42411,16.97875,5604.67129,1396.86571,9369.43262,2525.73145,4179.49533,1462.07660,8312.88184,2016.26343,-1.50147,0.03304,-1.40705,-1.57865,0.38819,0.00498,0.40212,0.37739,0.37408,0.17118,0.87530,-0.03012,-2.66647,0.13441,-2.44419,-3.19335,7.97247,0.21520,8.49467,7.40475,3.56086,0.08902,3.81278,3.31728,25.31588,3.02033,35.88554,20.12191,-4.28484,1.72085,-1.43817,-11.64271,-0.01097,0.01968,0.03203,-0.09245,1.10911,0.01219,1.14284,1.07600,4.52771,0.49754,6.19113,3.70045,-4.68177,0.40648,-3.89644,-5.90660
116,3.1612329483032227,25400,-6069.75452,-1360.94311,-6.49850,0.00169,3.15803,0.00144,-6176.07377,-5.55159,0.04495,-5.42045,-5.66715,0.28985,0.00080,0.29108,0.28820,-0.04421,0.24679,0.51758,-0.70048,-90.16967,3.24006,-81.54692,-99.43615,88.96794,10.22009,129.28961,68.49839,78.93337,8.85177,114.14095,59.75156,99.28406,5.73523,117.01731,87.17738,0.20932,0.11158,0.66313,0.06607,20.65285,1.91009,25.81823,15.84759,4777.14133,1416.42278,8231.87891,2244.18286,4389.71335,1080.09629,7311.51465,2118.96948,-1.49775,0.02690,-1.43563,-1.56700,0.38490,0.00624,0.40197,0.37030,0.36690,0.17611,0.88781,0.07572,-2.64498,0.09067,-2.47362,-3.06546,7.96427,0.19929,8.41898,7.43281,3.58465,0.09105,3.84340,3.36969,25.20602,3.00194,34.70601,19.83574,-4.12044,1.53888,-1.09793,-9.63808,-0.01455,0.01929,0.04409,-0.06362,1.11068,0.01299,1.15311,1.07772,4.63540,0.50497,6.03361,3.76824,-4.73906,0.47480,-3.82933,-6.03673
